txid,timestamp,input_addresses,output_addresses,input_amounts,output_amounts,fee,script_type
c73827a870badf312a9e48f5ab3d24574341d4d357d2043d1b151a9b0ad2be24,2025-06-30 01:31:38.490768,['3KvtSdnWCuTCAFST68dEs5kVrCT2ed8DYX'],"['bc1pq0x4ew3l4c2smuvs52vdakd77tjqk6htllfpnd9yvec8qr373stsyrfalv', '3Ee1XKqW4NiDWBiss2wQT8imf3NkDcJ5EA', '1Q1wpDjnMwp53mrVdzCevmJLiiTdWPN9Tn']",[6.590977095308033],"[2.3661061975865967, 3.8583091858852914, 0.3662045872052498]",0.0003571246308957,P2SH
812ef7ea2d3ddefb16145218b252aaad6a6d5c9c75518d86e943e3feaccf2439,2025-06-30 01:36:01.213685,['bc1ppdynf50xdprdhpu5lgl7xevyszplydz5sdkaaxtjvwn94zwk30hq0c2fhw'],"['bc1p7cmjexs6t4cmrrr2mkc8zdq4r5cer0fvllsdws8w62arx29vgy2qackhk3', '1HdYkFYnKxSTj8FpLANKRyk7CS5wysdye6']",[2.388285751468825],"[0.7200755353202519, 1.6681564905616357]",5.37255869375041e-05,P2TR
6b852709cb6012d02487f68fc8d229b60b01a2ce68db113ba63babddc04413c2,2025-06-30 01:42:56.009295,['35xhMi6fRJcp5En3Saf7ZMUUhLmiBdoP44'],['3CAtdfuzyWi4GHVwuHEcFMQu5xmV39Maoa'],[0.2299330110774944],[0.22961170576322493],0.0003213053142694,P2SH
4857dae0b5ba0acd8302ab297ac7eab9a256f754fc35257aeadd9ef2b06c71ff,2025-06-30 01:57:06.613806,['bc1q7x0r8g7zku09y2mwypumd7rkxyu82exh9ex4qs'],"['19KXtirLRpaNFN7rHg5c58henSn9Xe3ebk', 'bc1qd6mypv34qy65pz34dtzn5dus7eqj2mdhgh7m6y', '199VcdDEFKjFgNapEt2kpfm2WxbVEDCZtM']",[0.9820639799267775],"[0.30497165637611284, 0.5635656782465004, 0.1134331378203856]",9.350748377865696e-05,P2WPKH
fca84da249cdfd143eb00c347fad34c8a38984afe2d560e88ca6790d34eca6ca,2025-06-30 01:57:56.869908,['1GKWfcgA7dTowWzWybTW6fSGoQJUnpsjHY'],"['bc1qpk2wqsy8v5nghuagpu59tl9w9vgvrl9sdts7rs', '3BUaqtsLpKeh9cGPfkzh852kAqSm28UE67', 'bc1pvrsfqxldrekeyl4k89l07y5q4cyu6xpl44s4q86s0rvvkgfd56ysac0wgc']",[3.9164065888379613],"[0.5279435183082687, 3.042457785277241, 0.34596771074751603]",3.757450493552644e-05,P2PKH
9be7b17e0400f4017cdaad34f61f4730181de71b8edb34f042823d97a09489ca,2025-06-30 01:58:50.619856,['bc1qj02es0f3xccd8y5e5yl74r548nq7a75jcmxrgp'],['bc1qf6uxuzt4eawu53andscxfcm9hdzfpyyrftcy0u'],[4.883344050039444],[4.883340108264137],3.94177530694397e-06,P2WPKH
9eb57e4130906dddff14c5f118b94a2045b6152ff9e3feb2b7704b5bf1664e82,2025-06-30 02:02:10.858798,['bc1p77w0ad2er0hn2zmswpuy5vhuxd428te5e4ylr386nczqv9kks90sckq2v0'],"['3G8UAgaZHXrqmbQFWFf1fn8H5gYhKnTEu4', '1HamvW4WfYu5RBLqHtfjnPcMJNpQAZ7J2q']",[1.9042763267485543],"[0.7085899685412151, 1.195674917567764]",1.1440639575347494e-05,P2TR
c6ad815d21db3990cbc35b46e9937a44ca938845d03e71169a4b9140ae973c08,2025-06-30 02:07:03.717787,['19XpqpGMKwKhovMG27Tr9puH7uF24GHitt'],"['19CLrowwoPtLypsGFJZ2Gv2vUAqb8mPLt5', '3Nd73T42jRiotfSqNbHn6dNojRR4UFJZaR', '3L8ZLsrtbwaivHdntF7xDFSoCkVeynefeg']",[3.6160400560670003],"[0.2579945394741131, 2.2130924698103316, 1.1448402841642225]",0.0001127626183329,P2PKH
f1962ad04a48db753c5fb2e27f1cfb59895f9796ff5f24789bc513659d021a90,2025-06-30 02:07:33.783747,['1AvRiAJcDih9mYjo3KtkPuiyGvQuyEyWD9'],['bc1pqe9ut9tjnuay8ch24zz8pp9mj7u2h529nlcjyes65246jkdzjs2qjddh97'],[0.776024269652533],[0.7758695013379584],0.0001547683145746,P2PKH
3aa748f27dbf5a4a1c4936c7d85c32960f7fa027660d8c0edcb1de4de7bae6ee,2025-06-30 02:17:41.465593,['bc1qnj764eh0gfdr5xqpum3gs38ve6f67p7exwjmx4'],"['bc1q73ny2lrz4w58fzwpprxs5c0h0u04h8reeca6jv', 'bc1qpepardxsfhjjs79mnd3nzglzra95ue8q9vxk55']",[6.740419527258195],"[6.0995147727168995, 0.6408339294331044]",7.082510819056117e-05,P2WPKH
0a059cb19c60a8fc02bca477f40be7daef6964b3956dcba34b9b8887919b7e42,2025-06-30 02:19:37.611008,['358DTMhKniHRQeNnhMDKoKDAzS8HiyqDES'],['bc1qpympqahrrwawfkm3gt4swcj4h86ce6cseqj4lv'],[1.4646104397330661],[1.464455882007534],0.0001545577255322,P2SH
e1e7040d9d1dc4f62d53470f2ec454953ad8dabe78d443fec1ee24aa0d82e932,2025-06-30 02:20:07.099716,['bc1pf9l0d5aj87w7qxac66yxy9xs4rm4saht9z2t9dtwnukpusxx0s2q79ltxc'],"['1J3XwAjzbgQXXVhtXuLXbg3WiuyKw6DJoF', '1B5WWgNztTnBBdgMrwTp32y6KJWzTdRhqA']",[6.771358738318394],"[2.920409715200024, 3.8508104350813004]",0.0001385880370697,P2TR
f3de6f153c60dabeadb5eb8e2d452d390907a476d7b75ec922b119efde4dd5f5,2025-06-30 02:21:58.987927,['bc1qas3mwkura2z68ff530syd75mnxy0wqp3h7ctd3'],['bc1qjatt2xdfdak7ysgj32szuxw7ml4ewf7n4wnmkd'],[2.1703128314029247],[2.170295487183138],1.734421978667723e-05,P2WPKH
b58124129ce45ab4e8563854e832d7352868646bb4733bd6115b2a3646f2105e,2025-06-30 02:33:54.264425,['bc1ppacmkkva9q26wrhkejjlcwzeqv68y3sjy5ur8rvnduu04ecu3jlqmyu0ca'],"['bc1pprhtk8dhyueznk9nujheufduqvhmzc0rv6sgckstpdk8kl94spdqd2enkv', 'bc1qmwtzthyk8l3hfjvhtzgzm6pgky8mz3q7f239xp', '37tba2piPQWJiQxoqQfuaePwNKKJDTCDxn']",[3.361194774800774],"[0.5256449743994267, 2.0852148247081277, 0.7502929203345053]",4.20553587143037e-05,P2TR
f539dca0eeea8ac8a86a7ac10f1511c254f78014972352e9e6db4e5df7f29986,2025-06-30 02:38:52.840679,['bc1q6en6agme65ujalrs7frswgzwxvc9we4wq7zppr'],['3FuUZnD7Mv5MMnrczvWmiiNyp5staFarTh'],[0.30006684982619564],[0.3000430666547905],2.3783171405097224e-05,P2WPKH
fa0594c0c212dd36876352f60b1aa98c7c24164a887b8f24571a41b4b6a354fa,2025-06-30 02:42:02.027938,['bc1q7ullhe02303v7lurtljupwye9tvax4tu895k5h'],"['bc1q5y7j2c5yev2sfhrfmpznu5a3jlxrng6v66fm7c', '13jLtniVXGNnmgJFoMAr72bhK2f7HZhzuw', 'bc1pam5l3muynk7jj69jxq4g48fpq50d3xzfs0wy57wnyg0645cqymfsj7vv5s']",[2.389757088188538],"[0.41325734833305383, 0.16980337194545297, 1.8063161314377156]",0.0003802364723159,P2WPKH
afbfc4ab4c41569a96442c78adbc967164a1f2c22f31bc8cde8ebc0bee258809,2025-06-30 02:45:59.345229,['1LhuGh8KjH72vzX6f6Y7jBMJaTRRQEE2Ev'],"['bc1p5q0alrsmafyqrkpnfey7m0zrwr3vtj83asvfk9mhfrp4l2r7hues6t5rdg', '1NBNZAJ9ojau45CW2HWvHX2EQfJgHxaEpf', 'bc1q4prlvy087emt4zcrktvuclytemk2ylnmn3xxlp']",[10.077585068636713],"[5.9208653133364155, 2.1268734340996613, 2.029781066416519]",6.525478411884224e-05,P2PKH
23113cd08536e2b70403e1e533a034ee693303d9139774547458fb549886b388,2025-06-30 02:53:34.028112,['1BUzfUjs7KPnenXyPkCpvMPsD81yTPfcnH'],['bc1ql9v68d42ape4ukvjjrhdecszc9vw8extd6ndaw'],[0.43720291379078485],[0.4370291879991891],0.0001737257915957,P2PKH
043c42eff6975ace36c1944d7f6d98de93ce7a5af027e8755d230b5903d0a5ba,2025-06-30 03:04:57.707146,['bc1q0k2cfgjd0xepa5pffu9w6dufvd328xy5svnzyl'],"['bc1q6ueafrawve5jvee5ma4tmjkad0rfng5rsml3fy', 'bc1ppxwvwzns3252x6lru5yycm222h2hpy2pyhzpxajaa2vudf8v7h8qc8x2tl']",[1.1516238676436636],"[0.755690361398946, 0.3959059959849577]",2.7510259760049383e-05,P2WPKH
93156797f91895197a528589898d57da72676be17d9bdb5cdc63834b88d3568d,2025-06-30 03:12:19.600305,['1Mvr1WnznpgjqeSSsc35iUGvm8ue41NxFC'],"['3EWi8jjyBCtiijyjSX6GvgXZ3tkvdUfubJ', '1DwW5CdjM22ibBAP3u2DKBmFR9e2TGSNzq', 'bc1p6pq6hqkavtj9pjegss69jc4t6g30cu3lrtttl6y247rl0fj47y0qr2lwry']",[1.62741923972573],"[0.5116735903011828, 0.9791003234859192, 0.136463649552808]",0.0001816763858203,P2PKH
5cce4a897dc37539ad6e728479c3903ec4a4ecc4944416cc339287b90775af3f,2025-06-30 03:15:46.044161,['1WtogZYqik3oWx9XQKSx7KZgTvuvpYn8x'],"['13bDG3qsd7Vc4WMc47KnPvWm1eR4vjRMa7', 'bc1qmdrhjwj4u54pffekkue6ytpelm289sw3c8ftfx', '1r9otnBQQJXJ4B87QrpKGvUwT7u9eX6Jp']",[2.9704670104004394],"[0.595215122871584, 1.9122003355570232, 0.46303532853451607]",1.622343731642441e-05,P2PKH
6d52366183b7287c8d072ca8d04e5c390d81f6d10137934592eaac339e5ff813,2025-06-30 03:20:55.581310,['37SN1LK3KfidrxPdKJnbxXuFgtdQnJwKf5'],"['1ZRWjrYmkGR8x6VMrRZjEgnxvTW9MvyPt', 'bc1qfk3fhx9z3k24t3aajxc07ehw3sdycksn855j9p']",[1.2142887079820481],"[0.8821900158011328, 0.3320234030871046]",7.528909381066018e-05,P2SH
d41d64a1c5c9432f6e4c3896c579a32e31ebacffe18930c408d2852bff0e8912,2025-06-30 03:23:01.983085,['bc1qvpelharn5z85luujeyryzymfpky7hs0vl9t57r'],['bc1qgyxhfrj57fc4yhnfnpg0ws2y3zmce099nvn79p'],[0.29263543506527834],[0.2925012821236691],0.0001341529416092,P2WPKH
ed7071e35ecae72a76f5a899acf3d8c6fe5f7b45b324bda1721c89fcede10854,2025-06-30 03:28:45.842941,['3KLpR82WiG8JX4omJ3ZT5Ngs4NLP859LkS'],"['bc1pru2g989eu8l7m6scfdg9nvyrhzr28l4c2u2s28s0ct8mz3ec0alqppuney', 'bc1pfleqvpa69a3zjrp2w0269xnfpsvmxhwnwn5s4uhmgayugcf5ytqspggetl']",[3.519153628888805],"[1.0936410942939496, 2.425427744507766]",8.479008708865525e-05,P2SH
1134625156ff9a91309bf1080d6719a5124095df43feb8179e3bda40eb07e04e,2025-06-30 03:36:07.273695,['bc1qdag3l8f85tta4rd0dwemvv509hcculr75mx4j7'],['bc1qc6klkyt4zr7yazvgptar0z3kvg5h83n5k57z5s'],[0.9760307904256325],[0.9759598918619296],7.089856370295078e-05,P2WPKH
2612ab81774bc4ba1b29714bdff5641a48dd426a74b352c06e830454e1ec21c5,2025-06-30 03:40:40.057672,['bc1qluxurl4lwk0tfulf0dpdt57ypt5k6n4et27pw9'],"['17faaRMLwHJQiX1kdFmxRJoQ3z1zoXrTMc', '15rZCYZb64Q72wxWGnHb9yb7NgiRqwZqJK', 'bc1qwt2hzq5rvwhq462eupuc0thmpkkqvsasvnqz42']",[1.612413982640731],"[0.5416808051575782, 0.8488168167188926, 0.22190849399481916]",7.866769441257146e-06,P2WPKH
45384b248dae661ca6bba95a39d8ddaceb3a4a37f7b7ab26cb111d734ef78764,2025-06-30 03:44:16.226476,['18kjGzHty7Ua2wsBpz26MQpX41igspnG6z'],['1DNe6BE5gqg2x49UZKjVKj6tip2pGvf6vq'],[1.6981704843959848],[1.6980254830086248],0.0001450013873601,P2PKH
e9f9d330f9b0fa2758a4d8e314e190b6183a74775a95e1886616ebfff0e56094,2025-06-30 03:46:16.063657,['bc1q3xs7uw5w7ghxt83d0sv8gc2nnvzxjc6z5rfm4g'],['bc1qzlypfkader8pupm8hec3ejs7q588k56y6qctjt'],[0.5713641239893269],[0.5713611685672267],2.955422100167566e-06,P2WPKH
193fd02a872a474153544387cd54a225f4b151a1cbb5e48e48d68e13b732bc19,2025-06-30 03:46:28.861590,['bc1qj5a7vpxld0qy5mq4l3syfwjl2muq59pq3khqk5'],"['bc1qw4g4lk3jhukdyje5p025chxsm9tqzzt50e0uht', '1GxTUrGPRRbVEzVWX5amQtizpA3jL4vJ6f']",[3.3832756110662947],"[3.0935535493484276, 0.2897184109525138]",3.650765352927861e-06,P2WPKH
11157d80c0bad5825922dcc41e3290eb7cb6df2816945de8eb55ea31dc75192e,2025-06-30 03:49:32.931499,['1CgNVCEoSmRD9ymBYi5A4GbepFGVPJF5aw'],['bc1qyld6krkaurfgqkm3j9qvx4st97vyp04j4fs3vg'],[0.26446461100206897],[0.26445448568371266],1.0125318356306586e-05,P2PKH
305b19f72247d19793943fd1158fb7abcac2e4662c76d169255ab9022a69ad83,2025-06-30 03:50:45.851797,['bc1qyfk34gqsy8lp9rptrqxkkqdcj3p4q4enaqyc9m'],['15B4ybmCdqxnvGQSuna92rB6zA3kVERTng'],[1.913315411796329],[1.9130337457093862],0.0002816660869427,P2WPKH
9b1e6c53915db3fc9166b05e925186b8192c280b01bcaea799e7e91296b74bad,2025-06-30 04:13:49.493844,['1PvghpBPYkQp6U9f3G79CqgPGvdUnaENUR'],"['bc1q58nu4wfkmke00548dxaelatc4ezjl8gr5yw5hz', 'bc1qvxqus7el9unjl2vtfl8veafvwzc2rfl2g2n97l']",[5.267452711419103],"[3.955238533929627, 1.3122133344172562]",8.430722189936096e-07,P2PKH
00b1eacc566a7cb20f043e7dc3b73478156618494d053204f961ff627acd3d7f,2025-06-30 04:45:35.764331,['bc1q6txsum0u077l4gq3jakvna4wfywes7sjpcvcxl'],['139u4D5YEmEkZHNFtPQKFEG62AUzcdhH4c'],[0.17682774825593015],[0.1767709697379135],5.6778518016644266e-05,P2WPKH
aa7e602502a15533d20e73723793a7b6e5a8eadec9e0ba76bdb2c02c286f09de,2025-06-30 04:47:34.199358,['bc1q5274792c4uk382fssku5nd6thphfe3lgkcgsnf'],"['1M1hddqzharzPnoUxBhCnatpPPGtS6Wrn', '1M7MmM49uM8iPnMQtrpg3WewHRr3BWqTud']",[0.7920771307853526],"[0.5293791534547168, 0.26262881811271677]",6.915921791901963e-05,P2WPKH
ac241f78fa23257d833ed1262f46de78721dee97fe4dfbb7600ca471dd53bd11,2025-06-30 04:47:37.519413,['bc1pmvf4kl0c00352ghkr7sxda6h6aescnq98wx45q5dgjxfp0xertqs7qfqht'],"['1LPQrjn7ytuCHGLAHSsn4m6JNxw4xKUqi1', '1EsMweJvGBNU7DWh5twhNUGQ1pgwefs3Q4', '1B5WWgNztTnBBdgMrwTp32y6KJWzTdRhqA']",[4.541112293455],"[0.38282015827819577, 3.018459848353812, 1.1398150728995065]",1.721392348537809e-05,P2TR
8e16b3b5b8aa56a6359b8dbfb52f012ac0c7fbe692b44741b1deb1b62de6e88b,2025-06-30 04:56:42.584326,['3KFY8WPDA7mC55qkwTwjd8F9dZUWo1S5he'],"['1GUG2JxoaEQshBQK5oumpHrGJpG7eSr4bC', '1B8w7jmABRyoJ5Rkbwxuh5Do7RTfZ3drCz']",[2.861377314197777],"[1.4186241905694914, 1.4426069073242636]",0.0001462163040222,P2SH
789211226a203bee3d05a1dadbc2f6e5481dd423b6a50fe4bfcd863259621c2c,2025-06-30 04:56:57.741945,['bc1q7x0mg6p9z495jz9yhr79gdnn8zts0zvrz5ejjz'],"['14z9jUjxvaGXbcW1Z8BxsT41UNc7KihcWx', 'bc1pawxsj88wsrpsymgspx22jwqynkccdrxj9fj9zmmtsgsp3chhtefsn4dc2u', '16fV2AAgjgNRWyidg7yj2HCJ5T2MkvyxXX']",[4.456994010021487],"[0.9063372278316604, 2.606214592246613, 0.9443742165258898]",6.797341732288203e-05,P2WPKH
95facabcc1d04592e03d79da05fc221cc70544215c33befd3cf81ec357ed1a89,2025-06-30 05:11:44.450015,['1NaVxSCjMSdZpZmFuVWU8VF3DSskJwRWWR'],"['bc1qv2p0pfj6nx8ghy6g68cra04jmk6krl885rq83h', 'bc1qtamcztt98x6w24t0d898scg2p0fnsmva2hymw6', '1FiAsVKg9ixCasbsVbyfKbQyEfkgExa9i4']",[7.168127089264403],"[2.798958614867091, 3.28648982304908, 1.0826644799780079]",1.4171370225165904e-05,P2PKH
3fb44095312a9fbea7d1eab6ad032d21feedd0ffa882b6671429e7efdb3e9de3,2025-06-30 05:20:34.113636,['bc1qktcw57mtx69ck023s9jmd672d00rh9mq49qmpp'],"['bc1q67n7n8j4g0znr3v3nexeexuhxm5jlpnusjvqf4', 'bc1q5hh7uy2m58wsw6y4cdwmwjsvcgafwkhvwtlk7v', '1A6EETqtn8pCYWJX4rchpvpSdCZLwdkLKz']",[2.1897656660683458],"[0.36995905759105807, 1.248577607419515, 0.5712053798805572]",2.3621177215522503e-05,P2WPKH
108741ea849366048e6f147178ec6f49485643cdf649ade60cb8138b77459c87,2025-06-30 05:29:17.571666,['bc1qtrf7uvzd5qhrqck96alqeufvaukcwqrm0t6k2q'],['36Jxmhcs5btMv9ZaySCwL8oYtbjbsZh3Zs'],[2.805925388571976],[2.805843028532679],8.236003929681144e-05,P2WPKH
5e5f42ce3facf37b68ba0777b4b1fadaf3d54becc46b2d74d256feda1da8aae0,2025-06-30 05:30:22.167663,['1MVV5rY1hF3se7kGa1UbFDXhFSiy6J4Frt'],"['bc1q0k09dxujyn47t57jaeu5dj0dlcas5mlq6y3r6c', 'bc1qezs4csvm5vvf73ns6anff82cwdxkkxxz4j5d2g']",[4.807602831754619],"[0.9158806458408859, 3.891646374704894]",7.581120883923568e-05,P2PKH
7d0d61923065b492823cb5ad358e6ba29403410a2358adbddea868daeac59504,2025-06-30 05:35:02.421295,['1Hdang63WMqnSx1yn9rRrvp1JRChzAYz97'],"['bc1q9758hnlg30xz9zfd066fw4fcd5kh2rex3k88cw', '1EwoZ1fqAQoQRbXP2CBnjUBTNJpfLto6Xk']",[0.8227901316373787],"[0.1621020754685199, 0.6606460247935055]",4.2031375353289816e-05,P2PKH
71b1baf1b87c0d5ae47fa8739290200caac9933fff412c49d2f76e0cfd14610e,2025-06-30 05:43:25.020785,['3AaRcL8cgb37Mo1Sju7uUH7t3wmJTZ5Htf'],"['bc1pqqc0k7d49tc63m578vk4ma0j755tm65f0n5x9era7mh69e6qv3lskmp8wt', '1BVttPzPLZbHdtbF1d9wcUcGxdyS5YbFYa', 'bc1q6j9lmg8384muwq03p88jsk43ltfsrwfq0g065l']",[4.202722642701354],"[1.662532034941031, 1.025409435374724, 1.5147131682728692]",6.800411272979312e-05,P2SH
42b0f60810406051316dd09dffad871a65e6ee12f53b36a294af31970a94d9fa,2025-06-30 05:43:50.324094,['bc1qk58fppjje3nc02rf54ehjyp7m6j0yec3gdv9su'],"['bc1qqqvu9fcl7kf4296v7xpnktrrxz6vrc7fc6r5w8', '15siRXnG5BEAegMtYYLCLxYFGc6rD2ZxMC', '1NUb3kkKBURPHWc2uDP7Qh8tH6nPsKG2NF']",[2.901834442488105],"[0.10510695981168536, 1.3806302849610659, 1.4158657400015067]",0.0002314577138465,P2WPKH
a63e18d411bacd292e442e5557a681b71d4006bbe0ce7905c4902e2a361d901e,2025-06-30 05:44:30.400911,['1ApvRydHWmk17puDqpPBoA8X3Co25k3jZP'],['bc1qp3ffr89cyzpprf4w52nq08emke7mhe4c6nvyty'],[1.7481439095922273],[1.748102431221577],4.147837065035719e-05,P2PKH
28eabbaf3a550e239a68554236482324b76694b3203d30d9effdf455568a0e58,2025-06-30 05:45:07.695336,['bc1prfpd8g6w0fnhr2s4kz4j3g8624ld8cwdyg6um2vwrfna8v6ttg2qlw5mxu'],"['bc1qkfxpkd39dfw9aeyqgvpffwwaa9jdax0wuegpdg', 'bc1q9758hnlg30xz9zfd066fw4fcd5kh2rex3k88cw']",[4.279734058113824],"[3.2968861225595605, 0.982735761887326]",0.0001121736669379,P2TR
4b5f8eb52e7d53968ac2e05302bbd2c484cd26e3f4411d89deb81d2831d21875,2025-06-30 05:45:27.655245,['113FxAvv9u5NMBraKUGZJWY5m28iymszHZ'],"['bc1qc5u6wj5v4x98wxz6kmjujhdnyqgl84pgqpl6fh', '3EsMRuR6kmRMbUAx89wkQ8UQ7Nxf8RU7yV']",[5.0870434822510955],"[1.0907135791994311, 3.996208712278348]",0.0001211907733159,P2PKH
2dcf53657098015340bb6dcd4978692657d0020d5c66fae5a8ecd8d081c02e2d,2025-06-30 05:50:05.720802,['bc1q934glxxmzqrwtzx7amajwge29p8ev63ppmxngm'],"['bc1qmwtzthyk8l3hfjvhtzgzm6pgky8mz3q7f239xp', '1GQEfRrHoYnEUFTfyGz7iueYJEfCXzSXZr']",[4.891199485149836],"[2.9656622528044974, 1.9255298196408301]",7.412704509288051e-06,P2WPKH
cf28d0fe33bcb1435b397212e0394bccfd7ded16e2d6c10bd36b868c744129e0,2025-06-30 06:00:41.388017,['bc1qu5uts8fys2pg4wvc7kk98f92e9822v4hre0v29'],"['bc1qe5jawkry8qtgp7yvpyh4fuxtmadwqxl9nvqvw5', '15jYU2rxPMHzofHLpYz6SgFRP3FMPWos8D', 'bc1pucmp6vxgz59cngge0qx7f6z9fp4etryjjt3c9pxtwerdm6gqfskqk8e7wc']",[3.945727975724857],"[0.9453957309560028, 0.2737325688829648, 2.7261095825250288]",0.0004900933608606,P2WPKH
f3624fb64a9f35d51b5bb3913134a61716abde5e90a35c588653797ad97113b0,2025-06-30 06:07:47.498829,['bc1qvgyma84cz6zkku9m7v5hk4stlc2yzjn7scj0rq'],['bc1qcs2mwyqs3krep4a8ccr0zj89cs76kuhpmvvpkj'],[1.3825524856678728],[1.3823058111514048],0.0002466745164679,P2WPKH
d06f7b4be6f5c36d21dd34f42a527862fde1faf057886d763b1900503b683c16,2025-06-30 06:09:03.169604,['bc1qlw60tyx39l9huygta92r70d67ueaq49d7p7063'],"['bc1qg8epdldatxx379q42gea9cnc6mr5vs672a2vv4', 'bc1q5f8vksd358x6xsd8ssqlumhzvxswzk8h0nj7yt']",[5.258583149749039],"[3.638553195635195, 1.6200034017047606]",2.655240908323928e-05,P2WPKH
37319d696b3e51e3beb138684125c65d3a9deb8acbfd9dcb7532b80bb09a17cf,2025-06-30 06:12:48.048437,['33unpGuFzmER93tBY2jrcf8ietD7uvU9cN'],"['1CduF4mc9fYDmHhEnJcsCxJ1ZBtA3SMBaF', '116E73bf2KKY5CNtLNojL5j7x9nnVZR6Bh']",[2.1181559453002627],"[1.73897343542671, 0.37902799257415964]",0.0001545172993934,P2SH
d80195c9c013056177f3013a8518482367da5fe24b1bed54e8823f707253bf90,2025-06-30 06:16:15.337662,['36qRYMnTh6bHvSPAj7Ws4yE5Jwb6P7MMqU'],"['3Q8dEfa4WKe2wUNNRcf7uZBitYL6mCNVXn', 'bc1qvknf6k804rxyq8unnz37genv6l6xxgnmhm07gd', '1Cn3dNdzRPfJ3Kmef3GwrZaheezj5rt9eu']",[6.494374548912781],"[0.9222920151457089, 3.416656944672299, 2.1553380296684086]",8.755942636396814e-05,P2SH
aaac376b250c4463cd5cc656839f801e1b59b95dab6b02efb1f8b5f2d1e7aaac,2025-06-30 06:19:15.517557,['bc1qex655s0t06rc3jrmdgl39xs0trqvu7kdxelg2l'],['3NgJLJ4zQR474v9K1gq8BkB8LNnumB5qeS'],[0.3266257133506432],[0.32653553649525147],9.017685539175668e-05,P2WPKH
f64bc3d5f5c8a200021b14a813220c0116faf1f71ffd44fd2aae1dbd0dc99a31,2025-06-30 06:24:00.165440,['bc1q2tcwsw2hhakyyc396j7sqhlk0nqr7vq9d7n2w3'],"['bc1qplg8z6lfvf3h3fjvq09fqlmxn5gusxtt808g2d', 'bc1qrz36xpr0mmtl6jzp2yln5xrzx8l84u0u6j86c3']",[19.060490824301624],"[6.707821193972176, 12.35239258883437]",0.0002770414950792,P2WPKH
7d21b9348f6559e47d765345867d28bc00061bf4ea8dd89567413f99982b555f,2025-06-30 06:28:03.671711,['1CKk8Hvt1kjVksdfdDmKcbXqho8TEa4fhL'],['bc1qlched49450e9ef6rfc83yhdv9acxhmchk5cnjx'],[0.16217842296466545],[0.16203406996047412],0.0001443530041913,P2PKH
2ca9c59d573448132cd506c2a1f34498ec221c1a3de5d7ec58d8fe3c4a2e5e88,2025-06-30 06:29:02.206647,['bc1pa56gs7svs2tewx4ryxl64hf34we4et5mtkc99g4zjhslauzvekeswmp2wj'],"['3FAeywYpU7pGqvKLim4AAAqKTDL7gLs2ao', '3E8d7KxVDqvSWxFCMo8CvEQg81k8C4DxQv', 'bc1q8f9fsfnaazkrhuu0udqqyzex3ut9t089qvnyd8']",[3.194410159571273],"[1.158880727675373, 0.40406846059457746, 1.6312646142590628]",0.0001963570422594,P2TR
b9a7394925dfd41f9fbbeeef1d5b7f01e4fb48feb59fd9e698efdab841bcf803,2025-06-30 06:31:19.844273,['3HrBd2PYFb34RyyBGKQEpuRyuy6D5uNrbx'],"['1HgpAx5348jVT353RRM7XPnTNNBjtC7Rv3', '33VKQ1Wjy5LjyagXpvrRPXc4HQc96o28tb', '16xvEq6cMCXvGiXyUA8J4bDJZ23AvE1bJy']",[5.808351072029206],"[0.36119499818331796, 4.079899610651257, 1.367132687824373]",0.0001237753702577,P2SH
c7d8ef70a60d0a8cbde3d71edf01113de40199601d6b7994e3a0cdf3d7f2c3da,2025-06-30 06:35:17.661613,['1Dj1AnaN6aa1RbgYwYtWHNQjLeeFwbsq8t'],"['3KvtSdnWCuTCAFST68dEs5kVrCT2ed8DYX', 'bc1q0h854svp394ckphwa0a7nmxhe8p5caacrxv8q6']",[9.705880448165908],"[0.35659256874164025, 9.349235356515933]",5.252290833485388e-05,P2PKH
2eab56d155ec0533806ce295272789f246e06b2a5be394349fe56238892f7c4d,2025-06-30 06:45:28.536879,['1HGdrqMKB7FAN6AZpN7wFpJeSXPqM3b4Lv'],"['bc1qs5ah7gata838tw6m8kf7armxusz23xzhx54ezr', '1LUaqq1x26oxA6En3daFKmrPCfMNPGWimC', 'bc1qan6a8zzv0h8zkgeg7a5fj7gxlsd7v5gdata4lm']",[3.0653723029013653],"[0.9278304430713838, 1.101106565382742, 1.0364113159175061]",2.397852973323573e-05,P2PKH
6e515d0d7f8308976fd3f9706328743483e570481db779dfea46e8c9f4c80445,2025-06-30 06:47:54.398764,['1ANnaZnZzkiDmgmTa9A7m2Nr9ZxrnN6PV1'],['1BTgWNTcxZSQWV3KnreAwzvDn8AYGRvomJ'],[6.518545863896313],[6.518538212040073],7.651856240160658e-06,P2PKH
9973786e9b51c92aa507d7c3ca14d23c2bc629c6b4361f5635adfffeea3fca10,2025-06-30 06:50:47.952043,['bc1qjujmec0vlhfveyqzadahkermwyy048zzq4cuq6'],"['15cFcWBMpfta2ZxRorjuC6hpruiitQJX6T', '36oe8eDyKUJroYBCd3Dk3Csrq92WcthCXM']",[2.997846966223435],"[0.6153278345812487, 2.382475079746988]",4.4051895198153137e-05,P2WPKH
