txid,timestamp,src_ip,dst_ip,src_port,dst_port,geo_country,asn
12acb277121c843415a8b1a10ba72cdd98e7c58027943a61aa1a193bd23295cd,2025-06-05 12:43:42.959945,216.66.149.17,159.53.93.6,8333,8333,CA,AS8075
12acb277121c843415a8b1a10ba72cdd98e7c58027943a61aa1a193bd23295cd,2025-06-05 12:43:44.410185,159.53.93.6,50.244.123.109,8333,8333,RU,AS8075
12acb277121c843415a8b1a10ba72cdd98e7c58027943a61aa1a193bd23295cd,2025-06-05 12:43:46.531460,50.244.123.109,24.199.39.254,31972,8333,JP,AS3320
12acb277121c843415a8b1a10ba72cdd98e7c58027943a61aa1a193bd23295cd,2025-06-05 12:43:50.039611,24.199.39.254,146.138.182.203,4445,8333,CN,AS16509
f39e450a7bceec0d1545b70c728d54f609be6df917036b9df2e33e0f4f64b66e,2025-06-05 12:47:47.836560,143.54.210.84,51.161.78.216,8333,8333,SG,AS4837
f39e450a7bceec0d1545b70c728d54f609be6df917036b9df2e33e0f4f64b66e,2025-06-05 12:47:48.949581,51.161.78.216,57.29.212.67,8333,8333,RU,AS15169
f39e450a7bceec0d1545b70c728d54f609be6df917036b9df2e33e0f4f64b66e,2025-06-05 12:47:51.424316,57.29.212.67,38.166.55.87,8333,8333,IN,AS9009
f39e450a7bceec0d1545b70c728d54f609be6df917036b9df2e33e0f4f64b66e,2025-06-05 12:47:54.340575,38.166.55.87,69.74.142.143,8333,8333,CA,AS9009
f39e450a7bceec0d1545b70c728d54f609be6df917036b9df2e33e0f4f64b66e,2025-06-05 12:47:58.310278,69.74.142.143,177.138.179.195,8333,8333,BR,AS4134
eca0b24ef4184dc9496441d177846e4a2f5dcc067d8edd9f807e247ab33cbaa2,2025-06-05 12:53:16.932359,169.66.35.37,167.165.58.72,8333,8333,GB,AS4134
eca0b24ef4184dc9496441d177846e4a2f5dcc067d8edd9f807e247ab33cbaa2,2025-06-05 12:53:20.474647,167.165.58.72,144.180.115.153,8333,8333,RU,AS9009
eca0b24ef4184dc9496441d177846e4a2f5dcc067d8edd9f807e247ab33cbaa2,2025-06-05 12:53:22.187796,144.180.115.153,222.112.194.138,40201,8333,CA,AS8075
eca0b24ef4184dc9496441d177846e4a2f5dcc067d8edd9f807e247ab33cbaa2,2025-06-05 12:53:24.578541,222.112.194.138,155.41.213.125,8333,8333,RU,AS3320
eca0b24ef4184dc9496441d177846e4a2f5dcc067d8edd9f807e247ab33cbaa2,2025-06-05 12:53:25.348398,155.41.213.125,184.214.43.243,49808,8333,GB,AS24940
eca0b24ef4184dc9496441d177846e4a2f5dcc067d8edd9f807e247ab33cbaa2,2025-06-05 12:53:27.702776,184.214.43.243,96.175.15.199,8333,8333,DE,AS16509
bc36a7cb592b5d48c3ded1af7cc5408f30f420803fa8c461732ae2ed0aaed885,2025-06-05 12:56:18.670777,54.19.153.237,137.163.231.103,8333,8333,SG,AS24940
bc36a7cb592b5d48c3ded1af7cc5408f30f420803fa8c461732ae2ed0aaed885,2025-06-05 12:56:19.638585,137.163.231.103,60.88.13.70,8333,8333,JP,AS16509
d2af8f3e7dbf9b82a891bbf91ea4a96c88e143895b69d05359c661e0945acf37,2025-06-05 12:56:20.363539,223.214.236.239,89.135.60.197,8333,8333,IN,AS24940
d2af8f3e7dbf9b82a891bbf91ea4a96c88e143895b69d05359c661e0945acf37,2025-06-05 12:56:23.399019,89.135.60.197,100.208.53.47,8333,8333,CN,AS24940
d2af8f3e7dbf9b82a891bbf91ea4a96c88e143895b69d05359c661e0945acf37,2025-06-05 12:56:24.644603,100.208.53.47,158.221.243.126,8333,8333,SG,AS4134
d2af8f3e7dbf9b82a891bbf91ea4a96c88e143895b69d05359c661e0945acf37,2025-06-05 12:56:28.603342,158.221.243.126,208.101.37.178,8333,26965,NL,AS8075
d2af8f3e7dbf9b82a891bbf91ea4a96c88e143895b69d05359c661e0945acf37,2025-06-05 12:56:29.585674,208.101.37.178,13.114.200.93,8333,8333,SG,AS4134
d2af8f3e7dbf9b82a891bbf91ea4a96c88e143895b69d05359c661e0945acf37,2025-06-05 12:56:30.241957,13.114.200.93,176.14.246.131,8333,8333,BR,AS16509
e5e55e654499b6f3fa9d8821823a40ef55cf77b0de548e5a33bc44f61ae7ef9f,2025-06-05 12:59:05.843798,13.190.147.141,1.25.53.100,39788,8333,DE,AS3320
e5e55e654499b6f3fa9d8821823a40ef55cf77b0de548e5a33bc44f61ae7ef9f,2025-06-05 12:59:06.692675,1.25.53.100,54.203.19.185,8333,8333,RU,AS9009
e5e55e654499b6f3fa9d8821823a40ef55cf77b0de548e5a33bc44f61ae7ef9f,2025-06-05 12:59:10.345541,54.203.19.185,44.134.62.122,8333,8333,BR,AS4134
e5e55e654499b6f3fa9d8821823a40ef55cf77b0de548e5a33bc44f61ae7ef9f,2025-06-05 12:59:11.444158,44.134.62.122,53.241.182.204,23652,8333,DE,AS4837
e5e55e654499b6f3fa9d8821823a40ef55cf77b0de548e5a33bc44f61ae7ef9f,2025-06-05 12:59:12.701053,53.241.182.204,38.194.57.53,8333,8333,IN,AS4134
e5e55e654499b6f3fa9d8821823a40ef55cf77b0de548e5a33bc44f61ae7ef9f,2025-06-05 12:59:15.008892,38.194.57.53,121.66.148.79,14754,8333,BR,AS16509
8e77c657b4d925972060402010f18284f3776eb101737e5cd4285a0eedbba7f7,2025-06-05 13:08:29.988614,118.195.46.152,112.137.140.188,8333,8333,SG,AS4837
8e77c657b4d925972060402010f18284f3776eb101737e5cd4285a0eedbba7f7,2025-06-05 13:08:32.771105,112.137.140.188,178.136.197.227,8333,18199,US,AS3320
8e77c657b4d925972060402010f18284f3776eb101737e5cd4285a0eedbba7f7,2025-06-05 13:08:35.378525,178.136.197.227,171.73.51.245,8333,8333,DE,AS4837
8e77c657b4d925972060402010f18284f3776eb101737e5cd4285a0eedbba7f7,2025-06-05 13:08:39.257300,171.73.51.245,74.242.10.23,8333,8333,FR,AS16509
1921a38a8d7d53ff2954b5d874dab42b4f6d6501c7394604fcfb9e4e41bdb75b,2025-06-05 13:13:12.979528,121.248.235.237,86.176.196.181,8333,8333,DE,AS15169
1921a38a8d7d53ff2954b5d874dab42b4f6d6501c7394604fcfb9e4e41bdb75b,2025-06-05 13:13:16.109812,86.176.196.181,207.40.157.250,8333,8333,JP,AS8075
1921a38a8d7d53ff2954b5d874dab42b4f6d6501c7394604fcfb9e4e41bdb75b,2025-06-05 13:13:16.967900,207.40.157.250,7.123.21.41,2932,8333,DE,AS8075
77574f24f8a36a26d66f7240e1d3869fb9d80de58cc173bde592113ac651fc3b,2025-06-05 13:24:41.939769,193.5.121.219,179.181.27.117,8333,8333,CA,AS3320
77574f24f8a36a26d66f7240e1d3869fb9d80de58cc173bde592113ac651fc3b,2025-06-05 13:24:43.770506,179.181.27.117,53.183.188.16,8333,8333,SG,AS3320
77574f24f8a36a26d66f7240e1d3869fb9d80de58cc173bde592113ac651fc3b,2025-06-05 13:24:45.203853,53.183.188.16,173.143.82.195,8333,8333,US,AS8075
77574f24f8a36a26d66f7240e1d3869fb9d80de58cc173bde592113ac651fc3b,2025-06-05 13:24:48.527930,173.143.82.195,173.19.63.147,8333,8333,SG,AS4134
77574f24f8a36a26d66f7240e1d3869fb9d80de58cc173bde592113ac651fc3b,2025-06-05 13:24:49.271045,173.19.63.147,108.188.251.80,8333,8333,CN,AS15169
77574f24f8a36a26d66f7240e1d3869fb9d80de58cc173bde592113ac651fc3b,2025-06-05 13:24:52.916168,108.188.251.80,103.240.56.117,8333,8333,CN,AS3320
e5e3e5c25b3d9bdc860313baf70ca1a725c2d4455c2d98617b8ee7826c2307eb,2025-06-05 13:26:44.625904,148.114.116.132,195.176.66.221,8333,8333,CN,AS16509
e5e3e5c25b3d9bdc860313baf70ca1a725c2d4455c2d98617b8ee7826c2307eb,2025-06-05 13:26:46.731267,195.176.66.221,173.172.29.148,8333,8333,JP,AS4134
e5e3e5c25b3d9bdc860313baf70ca1a725c2d4455c2d98617b8ee7826c2307eb,2025-06-05 13:26:50.118855,173.172.29.148,12.254.188.39,8333,18592,CA,AS8075
e5e3e5c25b3d9bdc860313baf70ca1a725c2d4455c2d98617b8ee7826c2307eb,2025-06-05 13:26:53.727560,12.254.188.39,115.234.144.183,8333,8333,IN,AS4837
e5e3e5c25b3d9bdc860313baf70ca1a725c2d4455c2d98617b8ee7826c2307eb,2025-06-05 13:26:53.949444,115.234.144.183,124.121.182.133,8333,8333,RU,AS24940
e5e3e5c25b3d9bdc860313baf70ca1a725c2d4455c2d98617b8ee7826c2307eb,2025-06-05 13:26:56.149533,124.121.182.133,97.86.205.231,8333,8333,GB,AS4837
43bc885ad12b8ef8632d503060cef559197ed2e6f70647f1d6265c85fe2a7826,2025-06-05 13:28:21.183568,37.3.185.169,96.137.244.27,8333,8333,IN,AS9009
43bc885ad12b8ef8632d503060cef559197ed2e6f70647f1d6265c85fe2a7826,2025-06-05 13:28:21.976899,96.137.244.27,38.3.1.235,8333,32658,RU,AS8075
43bc885ad12b8ef8632d503060cef559197ed2e6f70647f1d6265c85fe2a7826,2025-06-05 13:28:25.113267,38.3.1.235,208.229.2.86,8333,8333,CN,AS8075
43bc885ad12b8ef8632d503060cef559197ed2e6f70647f1d6265c85fe2a7826,2025-06-05 13:28:26.536778,208.229.2.86,12.10.28.25,8333,9963,CN,AS15169
43bc885ad12b8ef8632d503060cef559197ed2e6f70647f1d6265c85fe2a7826,2025-06-05 13:28:27.356959,12.10.28.25,85.94.90.244,8333,8333,DE,AS15169
2bb0fd10f74ba1c8e63a0073c5035f5067b9b88dc2a411347205c7fd6a3f2138,2025-06-05 13:30:54.555803,46.6.232.207,3.137.141.186,8333,8333,GB,AS4134
2bb0fd10f74ba1c8e63a0073c5035f5067b9b88dc2a411347205c7fd6a3f2138,2025-06-05 13:30:55.988515,3.137.141.186,122.110.43.222,54842,8333,NL,AS24940
2bb0fd10f74ba1c8e63a0073c5035f5067b9b88dc2a411347205c7fd6a3f2138,2025-06-05 13:30:57.508198,122.110.43.222,154.199.224.25,8333,8333,SG,AS4134
0032e043f0b180c6d4b1234724f87dc6797a03e9726c94ffd51722c1d30513e5,2025-06-05 13:32:50.829364,205.2.174.83,188.13.110.247,24249,8333,SG,AS15169
0032e043f0b180c6d4b1234724f87dc6797a03e9726c94ffd51722c1d30513e5,2025-06-05 13:32:54.075555,188.13.110.247,72.90.142.155,8333,8333,GB,AS16509
0032e043f0b180c6d4b1234724f87dc6797a03e9726c94ffd51722c1d30513e5,2025-06-05 13:32:56.546569,72.90.142.155,7.151.217.26,8333,8333,DE,AS4837
f64de60eb0a8ab8a705e9ffd070032429ec132bfcc7182ad092eeacffbea2dd8,2025-06-05 13:37:04.252363,182.82.243.134,22.140.72.69,8333,8333,IN,AS4134
f64de60eb0a8ab8a705e9ffd070032429ec132bfcc7182ad092eeacffbea2dd8,2025-06-05 13:37:05.929408,22.140.72.69,146.166.252.57,43398,8333,FR,AS3320
f64de60eb0a8ab8a705e9ffd070032429ec132bfcc7182ad092eeacffbea2dd8,2025-06-05 13:37:08.711596,146.166.252.57,69.68.129.27,8333,8333,BR,AS24940
f64de60eb0a8ab8a705e9ffd070032429ec132bfcc7182ad092eeacffbea2dd8,2025-06-05 13:37:12.121511,69.68.129.27,25.157.170.40,8333,8333,US,AS16509
f64de60eb0a8ab8a705e9ffd070032429ec132bfcc7182ad092eeacffbea2dd8,2025-06-05 13:37:12.452369,25.157.170.40,128.39.207.48,8333,8333,DE,AS24940
f64de60eb0a8ab8a705e9ffd070032429ec132bfcc7182ad092eeacffbea2dd8,2025-06-05 13:37:13.333137,128.39.207.48,29.217.208.194,8333,8333,BR,AS15169
8633c542a12f792fde146d6087c7661909f9cab5bb84fc253024c277cc8d5c00,2025-06-05 13:44:12.629400,184.0.124.227,40.196.182.38,20561,8333,NL,AS24940
8633c542a12f792fde146d6087c7661909f9cab5bb84fc253024c277cc8d5c00,2025-06-05 13:44:14.985582,40.196.182.38,197.84.136.168,8333,8333,JP,AS4134
8633c542a12f792fde146d6087c7661909f9cab5bb84fc253024c277cc8d5c00,2025-06-05 13:44:15.323846,197.84.136.168,118.180.36.183,8333,55237,US,AS16509
8633c542a12f792fde146d6087c7661909f9cab5bb84fc253024c277cc8d5c00,2025-06-05 13:44:18.883967,118.180.36.183,81.101.120.238,8333,37201,RU,AS4837
1c0781096060f8dd934a5d8faffb1199029f745d4d3513751abfd7aa50f10435,2025-06-05 14:00:32.468655,217.231.1.47,212.229.186.209,8333,8333,CN,AS24940
1c0781096060f8dd934a5d8faffb1199029f745d4d3513751abfd7aa50f10435,2025-06-05 14:00:34.819330,212.229.186.209,173.224.62.82,8333,8333,NL,AS4134
1c0781096060f8dd934a5d8faffb1199029f745d4d3513751abfd7aa50f10435,2025-06-05 14:00:36.398556,173.224.62.82,40.169.183.143,8333,8333,RU,AS3320
1c0781096060f8dd934a5d8faffb1199029f745d4d3513751abfd7aa50f10435,2025-06-05 14:00:38.123812,40.169.183.143,142.230.92.16,52910,8333,US,AS3320
1c0781096060f8dd934a5d8faffb1199029f745d4d3513751abfd7aa50f10435,2025-06-05 14:00:42.017318,142.230.92.16,204.249.203.206,8333,8333,JP,AS3320
026bca59dd124552247c5f63c405d8b1f7612abba8191c408ce28ec1ec881a13,2025-06-05 14:07:18.179763,163.74.123.137,166.181.58.216,8333,8333,US,AS3320
026bca59dd124552247c5f63c405d8b1f7612abba8191c408ce28ec1ec881a13,2025-06-05 14:07:18.793536,166.181.58.216,160.165.247.2,8333,8333,IN,AS16509
026bca59dd124552247c5f63c405d8b1f7612abba8191c408ce28ec1ec881a13,2025-06-05 14:07:19.560402,160.165.247.2,212.95.108.221,8333,8333,NL,AS8075
026bca59dd124552247c5f63c405d8b1f7612abba8191c408ce28ec1ec881a13,2025-06-05 14:07:21.486095,212.95.108.221,70.129.124.144,8333,8333,SG,AS8075
026bca59dd124552247c5f63c405d8b1f7612abba8191c408ce28ec1ec881a13,2025-06-05 14:07:23.221377,70.129.124.144,46.103.147.146,46381,8333,CN,AS4134
026bca59dd124552247c5f63c405d8b1f7612abba8191c408ce28ec1ec881a13,2025-06-05 14:07:24.470960,46.103.147.146,190.0.57.253,8333,8333,IN,AS3320
83ec6bd55b7eba2b218b3288d7f21d0416644f3a2632b1a74af2fa3e5e2fe468,2025-06-05 14:17:09.557874,32.167.205.223,215.48.249.249,8333,8333,JP,AS3320
83ec6bd55b7eba2b218b3288d7f21d0416644f3a2632b1a74af2fa3e5e2fe468,2025-06-05 14:17:11.030101,215.48.249.249,48.202.146.183,8333,8333,FR,AS15169
10c99a48a654a17d6ba2565052694fee609faa7ec48f63b0a485b07c11566732,2025-06-05 14:26:18.407767,145.134.175.54,60.45.118.95,8333,8333,CA,AS4134
10c99a48a654a17d6ba2565052694fee609faa7ec48f63b0a485b07c11566732,2025-06-05 14:26:18.907235,60.45.118.95,137.208.20.179,8333,8333,FR,AS16509
7e3dc0d17b9cea939fa18b653dd3a4619e1c4727826a6b7d66efd26781b9e996,2025-06-05 14:27:31.741912,157.72.200.48,201.198.210.40,8333,8333,RU,AS16509
7e3dc0d17b9cea939fa18b653dd3a4619e1c4727826a6b7d66efd26781b9e996,2025-06-05 14:27:35.204510,201.198.210.40,188.85.182.24,8333,8333,IN,AS24940
ee412a0d580c2770693e3ce48b9c5ce08e7b6b820d68894c6ca6c9171aae7008,2025-06-05 14:33:07.679968,8.105.121.214,190.44.208.185,8333,8333,GB,AS4134
ee412a0d580c2770693e3ce48b9c5ce08e7b6b820d68894c6ca6c9171aae7008,2025-06-05 14:33:10.658689,190.44.208.185,29.86.201.5,8333,8333,BR,AS4134
ee412a0d580c2770693e3ce48b9c5ce08e7b6b820d68894c6ca6c9171aae7008,2025-06-05 14:33:10.983427,29.86.201.5,62.81.55.178,8333,8333,CN,AS24940
ee412a0d580c2770693e3ce48b9c5ce08e7b6b820d68894c6ca6c9171aae7008,2025-06-05 14:33:14.602853,62.81.55.178,187.172.32.117,8333,8333,BR,AS8075
ee412a0d580c2770693e3ce48b9c5ce08e7b6b820d68894c6ca6c9171aae7008,2025-06-05 14:33:17.462714,187.172.32.117,189.174.187.135,8333,8333,CA,AS4837
ee412a0d580c2770693e3ce48b9c5ce08e7b6b820d68894c6ca6c9171aae7008,2025-06-05 14:33:20.312518,189.174.187.135,57.94.79.63,8333,8333,BR,AS9009
2b8dbab2fd25f2815a6ff375c4b38a48f64ec8c8767abad4b15fae8ba0849837,2025-06-05 14:34:54.487516,36.200.109.48,111.207.88.162,8333,8333,NL,AS8075
2b8dbab2fd25f2815a6ff375c4b38a48f64ec8c8767abad4b15fae8ba0849837,2025-06-05 14:34:57.476628,111.207.88.162,77.54.142.91,8333,8333,CN,AS4134
2b8dbab2fd25f2815a6ff375c4b38a48f64ec8c8767abad4b15fae8ba0849837,2025-06-05 14:35:00.145891,77.54.142.91,136.236.30.71,8333,8333,FR,AS24940
2b8dbab2fd25f2815a6ff375c4b38a48f64ec8c8767abad4b15fae8ba0849837,2025-06-05 14:35:02.935154,136.236.30.71,219.96.79.204,60234,5243,CN,AS4837
7b1196ea4e705655d2fa06d92844e8fd610d6b3d66f94b25b964e3b2cf82ef95,2025-06-05 14:36:56.962172,139.15.78.251,158.193.31.247,8333,8333,CN,AS24940
7b1196ea4e705655d2fa06d92844e8fd610d6b3d66f94b25b964e3b2cf82ef95,2025-06-05 14:37:00.379188,158.193.31.247,210.37.103.2,8333,8333,RU,AS8075
d53074119c13c30955f7ad0940b3e4bb950d46b2641b5595809e3ff0434459d4,2025-06-05 14:42:08.193630,54.106.214.81,62.195.171.226,8333,8333,BR,AS16509
d53074119c13c30955f7ad0940b3e4bb950d46b2641b5595809e3ff0434459d4,2025-06-05 14:42:08.351588,62.195.171.226,128.23.16.196,8333,8333,JP,AS9009
d53074119c13c30955f7ad0940b3e4bb950d46b2641b5595809e3ff0434459d4,2025-06-05 14:42:10.230066,128.23.16.196,6.169.232.89,8333,8333,BR,AS24940
1e73d7bfca40308fd337e3c3ecb95c1f6981b2be7bf41ce5bdb56d649a727bed,2025-06-05 14:54:21.573027,87.173.54.73,82.190.158.67,8333,46375,FR,AS4134
1e73d7bfca40308fd337e3c3ecb95c1f6981b2be7bf41ce5bdb56d649a727bed,2025-06-05 14:54:22.233182,82.190.158.67,28.34.150.181,8333,8333,DE,AS4837
1e73d7bfca40308fd337e3c3ecb95c1f6981b2be7bf41ce5bdb56d649a727bed,2025-06-05 14:54:23.834557,28.34.150.181,162.152.195.181,8333,8333,JP,AS3320
1e73d7bfca40308fd337e3c3ecb95c1f6981b2be7bf41ce5bdb56d649a727bed,2025-06-05 14:54:26.818093,162.152.195.181,137.25.14.142,8333,8333,FR,AS4134
1e73d7bfca40308fd337e3c3ecb95c1f6981b2be7bf41ce5bdb56d649a727bed,2025-06-05 14:54:29.889428,137.25.14.142,45.163.51.164,8333,8333,FR,AS3320
bac6d96ba359bc32fc75fe235f8d566a217cf31d74a2f3df9c227efd345f120e,2025-06-05 14:57:54.917035,177.79.216.60,23.140.78.246,8333,8333,FR,AS4134
bac6d96ba359bc32fc75fe235f8d566a217cf31d74a2f3df9c227efd345f120e,2025-06-05 14:57:55.282241,23.140.78.246,184.233.38.181,43373,8333,CA,AS3320
492a689e5e183c478af563fd46322d4186e773e543b078a275082d7650d2659b,2025-06-05 14:58:50.363648,44.14.226.200,44.143.242.42,8333,8333,US,AS4837
492a689e5e183c478af563fd46322d4186e773e543b078a275082d7650d2659b,2025-06-05 14:58:50.908541,44.143.242.42,193.251.4.119,8333,8333,RU,AS8075
d2a1e3bd5559aa3fe90b07eb158f4eb508f7ea61c5d8fc029651754f4a56ef45,2025-06-05 15:01:32.838557,47.156.232.255,27.92.175.78,4723,8333,SG,AS4134
d2a1e3bd5559aa3fe90b07eb158f4eb508f7ea61c5d8fc029651754f4a56ef45,2025-06-05 15:01:33.788621,27.92.175.78,145.213.240.61,8333,8333,NL,AS15169
d2a1e3bd5559aa3fe90b07eb158f4eb508f7ea61c5d8fc029651754f4a56ef45,2025-06-05 15:01:36.996439,145.213.240.61,20.156.3.35,8333,8333,JP,AS3320
d2a1e3bd5559aa3fe90b07eb158f4eb508f7ea61c5d8fc029651754f4a56ef45,2025-06-05 15:01:38.003106,20.156.3.35,21.43.250.15,8333,53265,US,AS3320
d2a1e3bd5559aa3fe90b07eb158f4eb508f7ea61c5d8fc029651754f4a56ef45,2025-06-05 15:01:41.897590,21.43.250.15,106.86.224.237,8333,55868,RU,AS4134
d2a1e3bd5559aa3fe90b07eb158f4eb508f7ea61c5d8fc029651754f4a56ef45,2025-06-05 15:01:45.758624,106.86.224.237,195.47.88.196,8333,8333,FR,AS4837
0b24886ad8d8d51211a49b6b0b8606fcf6a54b495b6bc0daeffd443a612569f6,2025-06-05 15:04:49.862513,82.39.144.55,112.57.147.127,8333,43845,RU,AS4837
0b24886ad8d8d51211a49b6b0b8606fcf6a54b495b6bc0daeffd443a612569f6,2025-06-05 15:04:52.180071,112.57.147.127,126.178.238.13,8333,8333,BR,AS4134
e690ed9d9f032867558069bc5199a53d500bb06cc6ebc0b6f2e3f8185d8a6c2d,2025-06-05 15:10:43.158735,123.221.54.149,11.108.230.205,8333,8333,US,AS8075
e690ed9d9f032867558069bc5199a53d500bb06cc6ebc0b6f2e3f8185d8a6c2d,2025-06-05 15:10:45.940733,11.108.230.205,125.87.228.72,8333,8333,NL,AS15169
6b2d290c478a301d530e7d6d09020822554622fb1d889e055aa17491c06032bf,2025-06-05 15:15:37.594638,74.108.192.58,193.204.16.7,8333,7825,NL,AS4134
6b2d290c478a301d530e7d6d09020822554622fb1d889e055aa17491c06032bf,2025-06-05 15:15:39.592957,193.204.16.7,69.14.10.100,8333,8333,CA,AS4134
6b2d290c478a301d530e7d6d09020822554622fb1d889e055aa17491c06032bf,2025-06-05 15:15:41.671101,69.14.10.100,181.154.171.111,19114,27072,NL,AS4837
6b2d290c478a301d530e7d6d09020822554622fb1d889e055aa17491c06032bf,2025-06-05 15:15:44.618462,181.154.171.111,82.49.65.80,8333,8333,US,AS8075
6b2d290c478a301d530e7d6d09020822554622fb1d889e055aa17491c06032bf,2025-06-05 15:15:46.995449,82.49.65.80,116.252.27.22,8333,8333,BR,AS15169
6b2d290c478a301d530e7d6d09020822554622fb1d889e055aa17491c06032bf,2025-06-05 15:15:50.607692,116.252.27.22,50.80.189.240,8333,8333,US,AS15169
d2f8132739a9665ef0531c3c21ed8cb5d5d0524be51d577c28d8b3e4255cc8b5,2025-06-05 15:15:55.354842,47.38.101.25,45.45.90.236,8333,8333,CA,AS3320
d2f8132739a9665ef0531c3c21ed8cb5d5d0524be51d577c28d8b3e4255cc8b5,2025-06-05 15:15:58.587007,45.45.90.236,1.31.198.71,8333,8333,DE,AS4837
d2f8132739a9665ef0531c3c21ed8cb5d5d0524be51d577c28d8b3e4255cc8b5,2025-06-05 15:15:59.474750,1.31.198.71,75.198.142.34,2844,8333,FR,AS3320
d2f8132739a9665ef0531c3c21ed8cb5d5d0524be51d577c28d8b3e4255cc8b5,2025-06-05 15:16:00.762364,75.198.142.34,202.58.216.96,8333,8333,CN,AS24940
2aa0cf5210606dd220a2e981859d550d07cd9a6fec7c6bd144552bfe350c7713,2025-06-05 15:22:20.098417,14.82.123.137,21.55.175.100,8333,8333,GB,AS9009
2aa0cf5210606dd220a2e981859d550d07cd9a6fec7c6bd144552bfe350c7713,2025-06-05 15:22:23.401416,21.55.175.100,15.177.211.108,8333,8333,BR,AS4837
2aa0cf5210606dd220a2e981859d550d07cd9a6fec7c6bd144552bfe350c7713,2025-06-05 15:22:25.527756,15.177.211.108,57.183.184.145,50682,29147,CA,AS24940
2aa0cf5210606dd220a2e981859d550d07cd9a6fec7c6bd144552bfe350c7713,2025-06-05 15:22:27.033943,57.183.184.145,5.207.168.205,8333,8333,FR,AS3320
2aa0cf5210606dd220a2e981859d550d07cd9a6fec7c6bd144552bfe350c7713,2025-06-05 15:22:31.008276,5.207.168.205,21.195.2.53,8333,8333,NL,AS4837
2aa0cf5210606dd220a2e981859d550d07cd9a6fec7c6bd144552bfe350c7713,2025-06-05 15:22:32.670276,21.195.2.53,76.72.24.202,8333,8333,JP,AS8075
3debae70b8b3a0a90b7b94ddb305d157364b2eaac69f00d28c20e5e9e9977620,2025-06-05 15:26:41.457795,38.84.92.26,24.211.219.186,32981,8333,FR,AS3320
3debae70b8b3a0a90b7b94ddb305d157364b2eaac69f00d28c20e5e9e9977620,2025-06-05 15:26:42.081147,24.211.219.186,203.166.135.198,8333,8333,CA,AS9009
e77b1a2fc766d0c1aa1dfb5e502ebc9ce06d1bc05aac123c3f0318114b94779c,2025-06-05 15:31:01.466795,122.47.135.62,221.69.14.224,8333,8333,DE,AS24940
e77b1a2fc766d0c1aa1dfb5e502ebc9ce06d1bc05aac123c3f0318114b94779c,2025-06-05 15:31:03.392523,221.69.14.224,92.243.57.131,8333,8333,RU,AS16509
e77b1a2fc766d0c1aa1dfb5e502ebc9ce06d1bc05aac123c3f0318114b94779c,2025-06-05 15:31:04.102440,92.243.57.131,124.193.144.180,49767,8333,CA,AS15169
e77b1a2fc766d0c1aa1dfb5e502ebc9ce06d1bc05aac123c3f0318114b94779c,2025-06-05 15:31:06.714710,124.193.144.180,155.169.237.20,44791,8333,US,AS4134
e77b1a2fc766d0c1aa1dfb5e502ebc9ce06d1bc05aac123c3f0318114b94779c,2025-06-05 15:31:09.011555,155.169.237.20,31.145.123.99,8333,8333,DE,AS4837
2f22237eeb26f94fa25853b68550ebfbfda1b0ae337a2ff25420eceee39213c0,2025-06-05 15:32:17.844462,46.252.96.183,144.35.177.168,8333,48562,DE,AS24940
2f22237eeb26f94fa25853b68550ebfbfda1b0ae337a2ff25420eceee39213c0,2025-06-05 15:32:18.026036,144.35.177.168,57.141.134.65,8333,8333,NL,AS16509
2f22237eeb26f94fa25853b68550ebfbfda1b0ae337a2ff25420eceee39213c0,2025-06-05 15:32:19.474155,57.141.134.65,171.107.96.124,8333,8333,JP,AS9009
ebfac7977614e5fbbe183db4a7884b34e101d45675becdce481c06dfcc551adf,2025-06-05 15:37:45.039280,78.219.27.54,33.91.49.89,8333,34700,CA,AS16509
ebfac7977614e5fbbe183db4a7884b34e101d45675becdce481c06dfcc551adf,2025-06-05 15:37:48.636225,33.91.49.89,125.224.248.106,8333,8333,US,AS15169
ebfac7977614e5fbbe183db4a7884b34e101d45675becdce481c06dfcc551adf,2025-06-05 15:37:49.490474,125.224.248.106,122.65.87.133,8333,8333,RU,AS15169
ebfac7977614e5fbbe183db4a7884b34e101d45675becdce481c06dfcc551adf,2025-06-05 15:37:52.047742,122.65.87.133,192.11.188.131,8333,8333,IN,AS3320
b9dc94b48de4afc219741b43834ad741f6b51eccc1f818aeaebaa0e2327cfe30,2025-06-05 15:49:07.321372,222.80.13.107,117.52.169.240,8333,8333,DE,AS16509
b9dc94b48de4afc219741b43834ad741f6b51eccc1f818aeaebaa0e2327cfe30,2025-06-05 15:49:10.326054,117.52.169.240,172.53.69.89,8333,9447,NL,AS3320
b9dc94b48de4afc219741b43834ad741f6b51eccc1f818aeaebaa0e2327cfe30,2025-06-05 15:49:11.461340,172.53.69.89,200.92.118.168,8333,30858,GB,AS3320
b9dc94b48de4afc219741b43834ad741f6b51eccc1f818aeaebaa0e2327cfe30,2025-06-05 15:49:14.426272,200.92.118.168,89.193.7.62,8333,8333,CN,AS9009
b9dc94b48de4afc219741b43834ad741f6b51eccc1f818aeaebaa0e2327cfe30,2025-06-05 15:49:16.521766,89.193.7.62,58.0.229.240,8333,8333,US,AS3320
