wallet,tx_count,avg_amount,total_amount,avg_fee,sender_count,receiver_count,avg_time_gap_seconds,fan_ratio,suspicion_score,is_anomaly,wallet_id,address,scenario,scenario_id,role,actually_suspicious,model_flagged
bc1q2m4gzp7n985e6epx8hfg8cckvm9c3xu49qd67s,1,0.9631213177674928,0.9631213177674928,8.76815338228203e-05,1,0,0.0,1.0,27.99,No,W04114,bc1q2m4gzp7n985e6epx8hfg8cckvm9c3xu49qd67s,ransomware,R003,victim,True,False
39qov49xr8WRLVqoavPeDo99ixC5rGMnNs,23,1.3440633298568625,30.91345658670784,6.108551996911447e-05,6,17,295763.3457924091,0.3333333333333333,27.98,No,W01412,39qov49xr8WRLVqoavPeDo99ixC5rGMnNs,legit,,normal,False,False
bc1qa2nvxefm06j2kh2220ceth98eqglde5ey30far,25,2.3314025779312826,58.285064448282064,0.0001513522694504,13,12,319767.8022572917,1.0,27.98,No,W02058,bc1qa2nvxefm06j2kh2220ceth98eqglde5ey30far,legit,,normal,False,False
34NB2Leym6AWYVsD9yBYk4Z15AocYhNZ5U,14,3.037562184310663,42.52587058034928,5.900140044610465e-05,6,8,512179.7527986153,0.6666666666666666,27.97,No,W03977,34NB2Leym6AWYVsD9yBYk4Z15AocYhNZ5U,legit,,normal,False,False
3Qwewt8srvXYu7PtA5NoWJKdiYjD71sCzQ,1,0.5415789161256788,0.5415789161256788,6.133959039481067e-05,1,0,0.0,1.0,27.96,No,W04210,3Qwewt8srvXYu7PtA5NoWJKdiYjD71sCzQ,ransomware,R006,victim,True,False
3PewNqoZubMd1sDxYrZtARqQbuPfds9KuY,12,2.560116708843946,30.72140050612736,8.791428083728665e-05,5,7,612525.2692875454,0.625,27.95,No,W00671,3PewNqoZubMd1sDxYrZtARqQbuPfds9KuY,legit,,normal,False,False
1GRVofxj5rckR14iVCj3CrhV41BJJKDwMx,14,3.306530354011288,46.29142495615803,0.000137692636678,8,6,482779.91867984616,1.1428571428571428,27.9,No,W01275,1GRVofxj5rckR14iVCj3CrhV41BJJKDwMx,legit,,normal,False,False
bc1qp55uypxl48lk3r3fk8vjjmah3k2n63ua3qcxt8,1,0.4935260427987472,0.4935260427987472,3.328385184588776e-05,1,0,0.0,1.0,27.9,No,W04064,bc1qp55uypxl48lk3r3fk8vjjmah3k2n63ua3qcxt8,ransomware,R002,victim,True,False
3J9z1nwXfKFMJqds25KpUBGEJwNchp548a,1,0.5458936947776406,0.5458936947776406,4.826086280595537e-05,1,0,0.0,1.0,27.88,No,W04099,3J9z1nwXfKFMJqds25KpUBGEJwNchp548a,ransomware,R003,victim,True,False
157kZGQyUZnKmr6PvWQkJz1sGxLMAZbQGu,26,2.365560118479952,61.50456308047875,5.839826734607829e-05,7,19,285626.04718644003,0.35,27.88,No,W02351,157kZGQyUZnKmr6PvWQkJz1sGxLMAZbQGu,legit,,normal,False,False
1CskAQfkdLd8ETsCjCp1HQsXyoH1ZHU5U1,8,2.4170901335742414,19.33672106859393,0.000100877460309,2,6,392548.18443842855,0.2857142857142857,27.85,No,W01411,1CskAQfkdLd8ETsCjCp1HQsXyoH1ZHU5U1,legit,,normal,False,False
1KuXrtjMy744gaG8ZiAjuJjfmdxcje9yZE,22,3.1592538764692817,69.5035852823242,6.721188504270009e-05,8,14,365184.984859,0.5333333333333333,27.83,No,W03856,1KuXrtjMy744gaG8ZiAjuJjfmdxcje9yZE,legit,,normal,False,False
1GiS1dRGAch4YrusbzkVkCPEfUQqmESNNq,17,1.1623411207129788,19.75979905212064,0.0001407094890954,5,12,477067.9987075625,0.3846153846153846,27.82,No,W01518,1GiS1dRGAch4YrusbzkVkCPEfUQqmESNNq,legit,,normal,False,False
1656iceHBr8Lma2uEoZyDeRkuSQwz2uXxa,14,2.412108852259055,33.769523931626765,4.496420034961101e-05,4,10,535358.0641456923,0.3636363636363636,27.79,No,W00226,1656iceHBr8Lma2uEoZyDeRkuSQwz2uXxa,legit,,normal,False,False
bc1pe9qj43dq2pqcvkr3rgg5mepdx3cmenpvvypv4y7q95zvmuywps6sz95qhn,14,2.700467183239668,37.80654056535535,6.531940644169625e-05,3,11,576543.3898676153,0.25,27.76,No,W03844,bc1pe9qj43dq2pqcvkr3rgg5mepdx3cmenpvvypv4y7q95zvmuywps6sz95qhn,legit,,normal,False,False
13KotcSQyU4D9aPgQMb314pPn3HFouZ4zV,1,0.4973641455396443,0.4973641455396443,5.1744812924970806e-05,1,0,0.0,1.0,27.76,No,W04228,13KotcSQyU4D9aPgQMb314pPn3HFouZ4zV,ransomware,R006,victim,True,False
bc1q9e9k3uk7es35kfnt5esjxgq7amvpvtu003gnql,1,0.955802702905661,0.955802702905661,7.47164133635838e-05,1,0,0.0,1.0,27.72,No,W04214,bc1q9e9k3uk7es35kfnt5esjxgq7amvpvtu003gnql,ransomware,R006,victim,True,False
3PXAm7uyZBUw4SB8dBfa38W4Nj8voxBaB8,19,3.646845655042788,69.29006744581298,7.90521499711999e-05,7,12,386058.1690745556,0.5384615384615384,27.71,No,W02413,3PXAm7uyZBUw4SB8dBfa38W4Nj8voxBaB8,legit,,normal,False,False
17bbrc1qz8TQrsUQda5z5hvWJDcyQdPN2F,1,1.0787910331105277,1.0787910331105277,4.423047152964225e-05,1,0,0.0,1.0,27.71,No,W04193,17bbrc1qz8TQrsUQda5z5hvWJDcyQdPN2F,ransomware,R006,victim,True,False
bc1p6wesymnc288897wd3rz7pq663uwzs0998sds8759twve65p37cjq25v6rp,21,3.2018363254673146,67.2385628348136,0.000134141239527,9,12,384326.3513464,0.6923076923076923,27.7,No,W02484,bc1p6wesymnc288897wd3rz7pq663uwzs0998sds8759twve65p37cjq25v6rp,legit,,normal,False,False
bc1qv8jp70dqcg4gh0xyvj9qu4v4mldrh2xqg22pxl,1,0.5999477438768528,0.5999477438768528,6.091837623683481e-05,0,1,0.0,0.0,27.69,No,W04277,bc1qv8jp70dqcg4gh0xyvj9qu4v4mldrh2xqg22pxl,peeling,P003,peeled_destination,True,False
bc1q59xh0zege36qlwg4kl4le4ut7hs7573cuswdks,1,1.0,1.0,3.398611657399102e-05,1,0,0.0,1.0,27.68,No,W04541,bc1q59xh0zege36qlwg4kl4le4ut7hs7573cuswdks,mixing,M001,participant,True,False
1JfZXuJ8NMUL14fB1MdYMYB5nHsdJj7hLr,1,0.512526340102514,0.512526340102514,4.212519704168888e-05,1,0,0.0,1.0,27.67,No,W04027,1JfZXuJ8NMUL14fB1MdYMYB5nHsdJj7hLr,ransomware,R001,victim,True,False
bc1q4wgalejn57g6d6lfyz69wyshe3e05kyqyvzye7,1,0.4842246055716326,0.4842246055716326,3.635814641128356e-05,1,0,0.0,1.0,27.66,No,W04205,bc1q4wgalejn57g6d6lfyz69wyshe3e05kyqyvzye7,ransomware,R006,victim,True,False
bc1qax6mzukpgajk73pt7fe60lplcrzl9tgl32y3xu,1,0.9059479652806304,0.9059479652806304,3.420291287663985e-05,0,1,0.0,0.0,27.66,No,W04275,bc1qax6mzukpgajk73pt7fe60lplcrzl9tgl32y3xu,peeling,P003,peeled_destination,True,False
1KyAVbcLkFPEWF75DSjtWbmvv315a9nyhN,12,2.342012024376679,28.104144292520147,8.610625012715578e-05,4,8,635376.4760198182,0.4444444444444444,27.64,No,W01519,1KyAVbcLkFPEWF75DSjtWbmvv315a9nyhN,legit,,normal,False,False
bc1qhqxqt3pxdk3w3ve8ltzw96qau6lls3k5jqeaa9,25,2.710044799533496,67.75111998833741,7.658411541818629e-05,6,19,265037.656966875,0.3,27.63,No,W00853,bc1qhqxqt3pxdk3w3ve8ltzw96qau6lls3k5jqeaa9,legit,,normal,False,False
bc1pzq4l4d6rp8quhgm0mkuxlkatvhcm60etdfgtrqwmqj4pvrct787qglhn6d,13,2.3225312611179727,30.192906394533644,6.668258049212546e-05,4,9,622160.0785118333,0.4,27.62,No,W01131,bc1pzq4l4d6rp8quhgm0mkuxlkatvhcm60etdfgtrqwmqj4pvrct787qglhn6d,legit,,normal,False,False
1PXXG22R8qcj514hVaxqqcsVjR4nYZTSZz,13,1.6496877499629288,21.44594074951808,0.0001477049057783,4,9,562439.3720929166,0.4,27.58,No,W01037,1PXXG22R8qcj514hVaxqqcsVjR4nYZTSZz,legit,,normal,False,False
bc1qh8jpay8cnssna8zkpglwqswpslyagzztldemar,1,0.6733729525702005,0.6733729525702005,6.357683788594188e-05,0,1,0.0,0.0,27.56,No,W04376,bc1qh8jpay8cnssna8zkpglwqswpslyagzztldemar,peeling,P006,peeled_destination,True,False
357QQmybLYiLNmAHMHBtNyK5RQ6PVJ9bVm,13,3.3061777416331823,42.98031064123137,0.0001417587503561,6,7,499999.6446093333,0.75,27.54,No,W01005,357QQmybLYiLNmAHMHBtNyK5RQ6PVJ9bVm,legit,,normal,False,False
bc1qx83aggsmpgxtgx04nawyhvcfnrlguhj3lnwgv2,14,1.4036032031527572,19.6504448441386,6.32725769567492e-05,3,11,555493.1122406924,0.25,27.54,No,W02348,bc1qx83aggsmpgxtgx04nawyhvcfnrlguhj3lnwgv2,legit,,normal,False,False
1ACqmEJAz7ZBQeMR6jjrXuPpP6Qcjk7nw9,1,0.9398187381571804,0.9398187381571804,3.143605971723069e-05,1,0,0.0,1.0,27.52,No,W04197,1ACqmEJAz7ZBQeMR6jjrXuPpP6Qcjk7nw9,ransomware,R006,victim,True,False
bc1qsd2dgzp52hddkzllgmc05pqzrqsfmf9v4h2hfn,1,0.4768974437243078,0.4768974437243078,5.162446345720351e-05,1,0,0.0,1.0,27.52,No,W04207,bc1qsd2dgzp52hddkzllgmc05pqzrqsfmf9v4h2hfn,ransomware,R006,victim,True,False
bc1qlczhaw22nlaxpdcf6zsaqwdywez0jn5m4f6jpt,1,0.976947906153846,0.976947906153846,3.2893364587701126e-05,1,0,0.0,1.0,27.52,No,W04119,bc1qlczhaw22nlaxpdcf6zsaqwdywez0jn5m4f6jpt,ransomware,R004,victim,True,False
bc1qjtszfrzu6fr5ql3ccd83ht7ud38rgrmszzk7w7,1,0.2315330131419753,0.2315330131419753,6.60020523780021e-05,1,0,0.0,1.0,27.51,No,W04103,bc1qjtszfrzu6fr5ql3ccd83ht7ud38rgrmszzk7w7,ransomware,R003,victim,True,False
bc1qvquz0ql9crhglkygnpz8k8gpku4xce2wah294y,1,0.96259873116773,0.96259873116773,3.441131631767279e-05,1,0,0.0,1.0,27.5,No,W04146,bc1qvquz0ql9crhglkygnpz8k8gpku4xce2wah294y,ransomware,R005,victim,True,False
1BSWs5wvRJk8HFrLs3RHE38QgC4fiFC6c2,25,1.345800069662476,33.6450017415619,0.0001177426859966,4,21,256309.40406541663,0.1818181818181818,27.5,No,W03694,1BSWs5wvRJk8HFrLs3RHE38QgC4fiFC6c2,legit,,normal,False,False
32tsYm5redfYKeVk8dPGheie2eG4pxQj7K,1,0.7397018408978095,0.7397018408978095,3.6546326070893856e-05,0,1,0.0,0.0,27.49,No,W04271,32tsYm5redfYKeVk8dPGheie2eG4pxQj7K,peeling,P003,peeled_destination,True,False
3KtRrJKkG8Jm3QuKmePFvB961yKrvhShVM,1,0.9250093541090508,0.9250093541090508,7.970331988205611e-05,1,0,0.0,1.0,27.47,No,W04153,3KtRrJKkG8Jm3QuKmePFvB961yKrvhShVM,ransomware,R005,victim,True,False
3QRP1NAuCV1hVEddqhEbMo9acfJ9jq5CzK,1,0.9991228189503266,0.9991228189503266,7.424077085661199e-05,0,1,0.0,0.0,27.46,No,W04735,3QRP1NAuCV1hVEddqhEbMo9acfJ9jq5CzK,mixing,M001,participant,True,False
3B87WrifmSDN9r2BzumGkCbvhyJVbtGPaW,27,1.327647155468203,35.84647319764148,9.214882082991576e-05,15,12,264182.51887080766,1.1538461538461535,27.43,No,W03807,3B87WrifmSDN9r2BzumGkCbvhyJVbtGPaW,legit,,normal,False,False
174wZZL1Kdzc4aAJ5bah3xo29Es6dAt4w9,17,1.1515062601358537,19.575606422309512,0.0001414721992838,4,13,466015.8294600625,0.2857142857142857,27.35,No,W00197,174wZZL1Kdzc4aAJ5bah3xo29Es6dAt4w9,legit,,normal,False,False
bc1q8ew34jlxkq8dg9zk6utuh0w3nu04xke3u48zlj,13,1.4445452055343988,18.779087671947185,6.392185937152812e-05,3,10,558367.4119074167,0.2727272727272727,27.34,No,W02828,bc1q8ew34jlxkq8dg9zk6utuh0w3nu04xke3u48zlj,legit,,normal,False,False
bc1qt92zdvu4gc2rqc9r35ehwza049ahdzp97a6h8f,13,3.1181627860937904,40.53611621921928,7.824751706416915e-05,4,9,565736.119087,0.4,27.33,No,W00511,bc1qt92zdvu4gc2rqc9r35ehwza049ahdzp97a6h8f,legit,,normal,False,False
1JPQGGF1i6KLaXp7BMLQx9ysnCk3BKNHmg,18,2.640426412683973,47.52767542831151,0.0001643462075629,7,11,343433.4080575294,0.5833333333333334,27.3,No,W01356,1JPQGGF1i6KLaXp7BMLQx9ysnCk3BKNHmg,legit,,normal,False,False
1DbEZM72UXwWfZEV7vXCKjZxAgLrKUoVdP,23,3.3380118942668906,76.77427356813848,0.000113009624591,6,17,340699.1563357727,0.3333333333333333,27.29,No,W02353,1DbEZM72UXwWfZEV7vXCKjZxAgLrKUoVdP,legit,,normal,False,False
bc1qzjjgr05dx2hm5tznx7tykj6t68cp5kyp283868,1,1.0,1.0,5.202787159463439e-05,1,0,0.0,1.0,27.29,No,W04547,bc1qzjjgr05dx2hm5tznx7tykj6t68cp5kyp283868,mixing,M001,participant,True,False
bc1qej0naydlkkg0xdsggy2d50pxs2jqevg2k32mcd,12,1.6088524012542835,19.306228815051405,0.0001232416429564,5,7,590331.7158256364,0.625,27.25,No,W02077,bc1qej0naydlkkg0xdsggy2d50pxs2jqevg2k32mcd,legit,,normal,False,False
bc1qyqps0j6yytzjm49dgcqvya6gplgwk2umyglvkf,1,0.861278281153631,0.861278281153631,5.680500461092196e-05,0,1,0.0,0.0,27.2,No,W04497,bc1qyqps0j6yytzjm49dgcqvya6gplgwk2umyglvkf,peeling,P011,peeled_destination,True,False
39vgwxFqca7gzUtScpQg5znCNEaLaYUKYN,1,1.0462741955444468,1.0462741955444468,4.786191692690055e-05,1,0,0.0,1.0,27.19,No,W04081,39vgwxFqca7gzUtScpQg5znCNEaLaYUKYN,ransomware,R003,victim,True,False
bc1p4m565gdnnfs62286xgyp3grk58j4hltd5uesndcyguwgtjw28f6q058t46,12,2.8404627953276016,34.08555354393122,6.639966441272258e-05,3,9,556584.5523528182,0.3,27.18,No,W00665,bc1p4m565gdnnfs62286xgyp3grk58j4hltd5uesndcyguwgtjw28f6q058t46,legit,,normal,False,False
3EXxtHcQnCRHjr3soR3XRJzCoDhiVuzQkm,21,3.408845241094664,71.58575006298794,7.443384567365228e-05,6,15,372773.67896265007,0.375,27.17,No,W01659,3EXxtHcQnCRHjr3soR3XRJzCoDhiVuzQkm,legit,,normal,False,False
1Q6B8EiuPVWAYets5SA5PwU7svwCX45noj,19,3.5918406397613274,68.24497215546522,8.262847202446217e-05,9,10,370639.2949294445,0.8181818181818182,27.17,No,W02308,1Q6B8EiuPVWAYets5SA5PwU7svwCX45noj,legit,,normal,False,False
bc1qtw7mcy4grjcdz9culjvxcqy46eqes6r4h2u2ty,26,2.899350966413273,75.38312512674511,8.521196746714085e-05,7,19,305976.8557216,0.35,27.17,No,W03048,bc1qtw7mcy4grjcdz9culjvxcqy46eqes6r4h2u2ty,legit,,normal,False,False
bc1py6pmft7r0f2tzcvvjjmdp0229fy7c8mvaetvqw9armll75vcj32q3pch62,15,1.1123921146710358,16.685881720065538,7.89152363984878e-05,4,11,526113.3032166429,0.3333333333333333,27.16,No,W00770,bc1py6pmft7r0f2tzcvvjjmdp0229fy7c8mvaetvqw9armll75vcj32q3pch62,legit,,normal,False,False
bc1q8yrjpuyw7mm63jrr4vry6twyh2a8r0sj77j8tq,12,1.7132935864606011,20.559523037527214,7.500907835673739e-05,3,9,596324.5584016363,0.3,27.12,No,W00751,bc1q8yrjpuyw7mm63jrr4vry6twyh2a8r0sj77j8tq,legit,,normal,False,False
bc1q46u709jx647av33ax2n6mgqye7hhjg34t8l0mt,13,3.596753999527353,46.75780199385559,0.0001236687257996,6,7,519054.78242000006,0.75,27.12,No,W02799,bc1q46u709jx647av33ax2n6mgqye7hhjg34t8l0mt,legit,,normal,False,False
bc1qh3aqfjr37jec77pkpz90dytgk5zy827zqg4056,1,0.9993656327840656,0.9993656327840656,7.286139286747605e-05,0,1,0.0,0.0,27.12,No,W04737,bc1qh3aqfjr37jec77pkpz90dytgk5zy827zqg4056,mixing,M001,participant,True,False
37xQfBbetRUPUQEduXDTHtmPzwa66BxNEV,21,3.548232795480362,74.5128887050876,9.437893269691354e-05,9,12,355866.2127007,0.6923076923076923,27.1,No,W01002,37xQfBbetRUPUQEduXDTHtmPzwa66BxNEV,legit,,normal,False,False
1GUG2JxoaEQshBQK5oumpHrGJpG7eSr4bC,11,2.046689210362565,22.51358131398821,0.0001213143848026,5,6,585270.3046517001,0.7142857142857143,27.08,No,W02311,1GUG2JxoaEQshBQK5oumpHrGJpG7eSr4bC,legit,,normal,False,False
3DX9fY9RCnEHLVCvmJSgVpvDT3jjAJCqZN,14,2.358183531386272,33.0145694394078,0.000159645750538,4,10,449618.9757098462,0.3636363636363636,27.06,No,W03220,3DX9fY9RCnEHLVCvmJSgVpvDT3jjAJCqZN,legit,,normal,False,False
bc1quvspxhntn5evgfnf6e3czfv9zx8j80p57ckxvf,13,1.7228778230491686,22.3974116996392,8.197973967842467e-05,3,10,636746.6030268333,0.2727272727272727,27.06,No,W02755,bc1quvspxhntn5evgfnf6e3czfv9zx8j80p57ckxvf,legit,,normal,False,False
bc1qnxarx97emuuv3cy4lz3sdg0tczd9gq62grasrp,1,0.964435565595904,0.964435565595904,5.4951522495195726e-05,1,0,0.0,1.0,27.05,No,W04075,bc1qnxarx97emuuv3cy4lz3sdg0tczd9gq62grasrp,ransomware,R002,victim,True,False
1BHsvPX8pqhA6J61aaLgxwKtnJjupAgGJE,16,3.781390486474582,60.50224778359331,0.0001013594934479,5,11,451741.84089033335,0.4166666666666667,27.05,No,W02395,1BHsvPX8pqhA6J61aaLgxwKtnJjupAgGJE,legit,,normal,False,False
bc1qypfpj04gzc0hzd5x55plehgnlq00k32p6wy20y,16,1.3206296170755742,21.130073873209188,0.0001488335840202,0,16,345899.223495,0.0,27.05,No,W02113,bc1qypfpj04gzc0hzd5x55plehgnlq00k32p6wy20y,legit,,normal,False,False
bc1q669yvkkw87dd8ymgvkeum0gccwjuexdc5nqf8h,1,0.9996658405724034,0.9996658405724034,5.180552385727918e-05,0,1,0.0,0.0,27.02,No,W04738,bc1q669yvkkw87dd8ymgvkeum0gccwjuexdc5nqf8h,mixing,M001,participant,True,False
bc1pg45m2rykdlc9668jew8t3x2r5y7lfsf04c9kplzn36f38khs59esfzvvyl,15,2.0427626109318626,30.641439163977942,0.000162949169618,3,12,541804.9978237144,0.2307692307692307,26.99,No,W02262,bc1pg45m2rykdlc9668jew8t3x2r5y7lfsf04c9kplzn36f38khs59esfzvvyl,legit,,normal,False,False
3H31rfQfcjwPYkDA25qCBq5HdsWPQ5C1Py,1,0.4285369007712265,0.4285369007712265,3.3746947421793055e-05,0,1,0.0,0.0,26.99,No,W04451,3H31rfQfcjwPYkDA25qCBq5HdsWPQ5C1Py,peeling,P009,peeled_destination,True,False
1NMGb43fZfHxCTWDy3SHu7ecoCRo6YbAM,1,0.4537129031794399,0.4537129031794399,7.809794962320182e-05,1,0,0.0,1.0,26.97,No,W04108,1NMGb43fZfHxCTWDy3SHu7ecoCRo6YbAM,ransomware,R003,victim,True,False
bc1qwgexz95v5djetykv5eg7yulcdclv9taqhspnw9,26,1.866462692152756,48.52802999597164,0.0001463858557756,8,18,284306.76178836,0.4210526315789473,26.96,No,W03287,bc1qwgexz95v5djetykv5eg7yulcdclv9taqhspnw9,legit,,normal,False,False
bc1qlpsf3n7zc64cgx4wn9vxg7a0emak6sw3p2s3ad,21,3.402390198159133,71.4501941613418,0.0001146211011521,10,11,371893.7263776501,0.8333333333333334,26.95,No,W03295,bc1qlpsf3n7zc64cgx4wn9vxg7a0emak6sw3p2s3ad,legit,,normal,False,False
1Q5hJfqu9Vt5muNFPwquRHuAKZskjUJy9E,1,0.9997123200367012,0.9997123200367012,4.930932646694593e-05,0,1,0.0,0.0,26.93,No,W04739,1Q5hJfqu9Vt5muNFPwquRHuAKZskjUJy9E,mixing,M001,participant,True,False
bc1q246dszjzf6g09gacvmv5h4xrp7tmqa3xvl0jfp,24,2.7327966282483693,65.58711907796086,0.0001198200354617,5,19,234098.67338652167,0.25,26.93,No,W01205,bc1q246dszjzf6g09gacvmv5h4xrp7tmqa3xvl0jfp,legit,,normal,False,False
bc1qvzncesdd8ha898dw34n0smycqsq2lj75uctaw9,21,3.2807688713911185,68.89614629921348,0.0001256038926357,6,15,380153.74121105,0.375,26.92,No,W00993,bc1qvzncesdd8ha898dw34n0smycqsq2lj75uctaw9,legit,,normal,False,False
3DFS8rAVoUAr4CjgazGgjsCdHz983W3uh1,1,0.4629976307574011,0.4629976307574011,8.543946745774696e-05,0,1,0.0,0.0,26.92,No,W04435,3DFS8rAVoUAr4CjgazGgjsCdHz983W3uh1,peeling,P009,peeled_destination,True,False
3MeaqrwzsywnXHsnqhBzoWMvAyz7rdyPhR,1,0.4630052343220436,0.4630052343220436,3.745530941416088e-05,1,0,0.0,1.0,26.9,No,W04048,3MeaqrwzsywnXHsnqhBzoWMvAyz7rdyPhR,ransomware,R001,victim,True,False
3DodLq7NBLBVV5RxHi42dzFtoukyCEAJZS,13,3.4136174055572512,44.377026272244265,7.470896953898935e-05,7,6,548299.0725525834,1.0,26.87,No,W01722,3DodLq7NBLBVV5RxHi42dzFtoukyCEAJZS,legit,,normal,False,False
15gqDTdY6ZSF9P2kwGq13Cw378CzGNbehT,21,1.9724781401389544,41.42204094291804,0.0001688727037375,8,13,371361.8828091,0.5714285714285714,26.87,No,W01166,15gqDTdY6ZSF9P2kwGq13Cw378CzGNbehT,legit,,normal,False,False
39CPczjHJM4fQLCd8cpunYQBeupezcDCn3,1,1.0884847787282652,1.0884847787282652,6.713209954085713e-05,1,0,0.0,1.0,26.86,No,W04144,39CPczjHJM4fQLCd8cpunYQBeupezcDCn3,ransomware,R005,victim,True,False
bc1qd7r0kv5h5mwagudyatc4r26vnxlm6h7sla3ftf,21,3.379564605688535,70.97085671945923,0.0001155288728064,11,10,379656.60215445,1.0,26.83,No,W00086,bc1qd7r0kv5h5mwagudyatc4r26vnxlm6h7sla3ftf,legit,,normal,False,False
bc1q0ktjy4mtade05jnf45hevygnp8f3t68heachtd,16,1.7323107486776697,27.716971978842714,0.0001678856481955,5,11,454504.0150991333,0.4166666666666667,26.82,No,W00977,bc1q0ktjy4mtade05jnf45hevygnp8f3t68heachtd,legit,,normal,False,False
bc1qq8fjlatpdmklr5zdll8p43y5p9kgm8zk3m46lv,1,0.8818028177198708,0.8818028177198708,6.31425759810782e-05,0,1,0.0,0.0,26.78,No,W04283,bc1qq8fjlatpdmklr5zdll8p43y5p9kgm8zk3m46lv,peeling,P003,peeled_destination,True,False
1ALZquhvub8dFLPTK2upBq8QyG9YC2oNfR,1,0.4967885790327354,0.4967885790327354,6.58468763557297e-05,1,0,0.0,1.0,26.77,No,W04167,1ALZquhvub8dFLPTK2upBq8QyG9YC2oNfR,ransomware,R005,victim,True,False
1Mev32kjfpn9c1aD4SDdHy1CwWeQCyptkp,16,1.3178093741485075,21.084949986376124,0.0001537088202791,2,14,395417.55357053335,0.1333333333333333,26.77,No,W00269,1Mev32kjfpn9c1aD4SDdHy1CwWeQCyptkp,legit,,normal,False,False
1NuXVQ4qugLH54tqEogybbpWCZ2zURv2KZ,14,3.515909499788954,49.22273299704536,7.167129626892365e-05,7,7,496237.7572144616,0.875,26.77,No,W01524,1NuXVQ4qugLH54tqEogybbpWCZ2zURv2KZ,legit,,normal,False,False
bc1qvhyuv0az5xgfmcf0qtqq2agzcg4p29cn3y7dxw,1,0.4596228201676067,0.4596228201676067,5.969676505932645e-05,1,0,0.0,1.0,26.77,No,W04005,bc1qvhyuv0az5xgfmcf0qtqq2agzcg4p29cn3y7dxw,ransomware,R001,victim,True,False
bc1qmk2742qx6mclpnj3nwap3atsl442grm36nydtv,15,1.0550714274275843,15.82607141141377,0.0001177726357466,2,13,463629.4449211429,0.1428571428571428,26.74,No,W03670,bc1qmk2742qx6mclpnj3nwap3atsl442grm36nydtv,legit,,normal,False,False
129hevVCAfCewgvmYAGtMQ8ebNsgYRgVic,1,0.8657692948136789,0.8657692948136789,4.109558194415653e-05,0,1,0.0,0.0,26.74,No,W04324,129hevVCAfCewgvmYAGtMQ8ebNsgYRgVic,peeling,P004,peeled_destination,True,False
3JAQAgi4QKrqTbv36ha3sqnpgJpFdfrwQo,16,1.12929243186207,18.06867890979312,0.0001367498632932,2,14,462604.5946360668,0.1333333333333333,26.74,No,W00362,3JAQAgi4QKrqTbv36ha3sqnpgJpFdfrwQo,legit,,normal,False,False
bc1qjaxwyce80rp3xc86zxwwx6j4zfx2k47p0mgy8k,24,3.1487898971219965,75.57095753092791,0.0001153589144592,10,14,331451.52696726087,0.6666666666666666,26.71,No,W02349,bc1qjaxwyce80rp3xc86zxwwx6j4zfx2k47p0mgy8k,legit,,normal,False,False
bc1qf7fz7ludz9dez3vten5xwh3fq0vhx3led7gqdv,27,2.063671891550857,55.71914107187314,7.15725974898409e-05,10,17,254437.28245842303,0.5555555555555556,26.63,No,W03145,bc1qf7fz7ludz9dez3vten5xwh3fq0vhx3led7gqdv,legit,,normal,False,False
bc1pku27gler3hf8jrat2e9mnku2e2zkgxuetmaf42wdtlh7kg4s8s7sa6apaa,27,2.0910549488996013,56.45848362028924,6.792926104614497e-05,9,18,275783.39374180767,0.4736842105263157,26.63,No,W02358,bc1pku27gler3hf8jrat2e9mnku2e2zkgxuetmaf42wdtlh7kg4s8s7sa6apaa,legit,,normal,False,False
1La9sBhKTLnmBdbn38vUdgdCtRFQ5wDGhP,1,1.0227652292351124,1.0227652292351124,5.047613734958607e-05,1,0,0.0,1.0,26.62,No,W04070,1La9sBhKTLnmBdbn38vUdgdCtRFQ5wDGhP,ransomware,R002,victim,True,False
1Ed9qND2g1QDaHfm3bQSu3QwNFGx2ZUzMX,1,0.935985388775685,0.935985388775685,4.394769487671484e-05,1,0,0.0,1.0,26.6,No,W04052,1Ed9qND2g1QDaHfm3bQSu3QwNFGx2ZUzMX,ransomware,R001,victim,True,False
1GCSoMoMHFyMngRjd5kNMVtAfFbQLCpuF6,28,1.7768977403163628,49.75313672885816,7.939478783770372e-05,9,19,275000.25327359256,0.45,26.57,No,W03424,1GCSoMoMHFyMngRjd5kNMVtAfFbQLCpuF6,legit,,normal,False,False
1JwCT77SyYirqkcw4qSRSEDhZGUGCgUY9E,17,2.979719685564741,50.6552346546006,0.0001497906515715,6,11,428083.0186798125,0.5,26.57,No,W00333,1JwCT77SyYirqkcw4qSRSEDhZGUGCgUY9E,legit,,normal,False,False
18pgErckPsSdCmyaDpfC899CRTY5SbVwWV,15,1.6788887307185512,25.183330960778267,0.000162356722665,3,12,491247.3874790001,0.2307692307692307,26.56,No,W00689,18pgErckPsSdCmyaDpfC899CRTY5SbVwWV,legit,,normal,False,False
bc1qxq9lg3ccrwkpyfkx49klc965kkh36ld90n5d2l,18,3.616284529486127,65.09312153075028,7.868540317223938e-05,7,11,418630.2628034117,0.5833333333333334,26.54,No,W01056,bc1qxq9lg3ccrwkpyfkx49klc965kkh36ld90n5d2l,legit,,normal,False,False
