wallet,tx_count,avg_amount,total_amount,avg_fee,sender_count,receiver_count,avg_time_gap_seconds,fan_ratio
1MZfLMJuYmmSbPp3jAHQkcy7cJAJfZ8Kru,1,0.1,0.1,3.537942123470737e-05,1,0,0.0,1.0
1MZnQrQh5ByVWsJgYVBaVuXcahAK4FJCix,16,2.362640838060283,37.802253408964525,7.314476262895261e-05,5,11,488017.9308262,0.4166666666666667
1Ma5t9yGbdHWbguCQF2KUYbxhaYXvQLA9B,14,2.750954876163093,38.5133682662833,8.949514546804665e-05,7,7,505315.80334600003,0.875
1Maw9NYkkMGjoie557gAF2S3HjaqYbAoso,22,1.9359850444234192,42.591670977315225,8.657959995237185e-05,10,12,331508.4447162857,0.7692307692307693
1McJR3z3HgWiJSseMKVUv2bvpYjNCpoyuv,25,4.26021793964936,106.50544849123399,8.35962994356164e-05,7,18,311078.7104189167,0.3684210526315789
1Mev32kjfpn9c1aD4SDdHy1CwWeQCyptkp,16,1.3178093741485077,21.084949986376124,0.0001537088202791337,2,14,395417.55357053335,0.13333333333333333
1MfjSQG73FsDBo9e8uoaFznAe8wL2zNQup,1,0.09218748152276007,0.09218748152276007,1.6275944886057393e-05,1,0,0.0,1.0
1MjJEZMW7kPZrC2b48qL3amZzK6weS18en,21,1.776837409384758,37.31358559707992,7.326833878038819e-05,5,16,386976.60709395004,0.29411764705882354
1MkE5BNzmrRiUesbPsrrSdeXWytN2NNhc,15,1.831331139692375,27.469967095385627,0.00013046867705941842,8,7,506881.01071671426,1.0
1MmsECMs4Za6A3vGoeXMcsQC8yraf1y7AP,18,3.0554560054318647,54.99820809777356,0.00010931470052486668,8,10,436857.80245135294,0.7272727272727273
1MnRARFovK4EAon5j48Kuye7ntRHfvps4v,28,2.9968508175040673,83.91182289011388,0.00011619573214000137,7,21,266358.4136367778,0.3181818181818182
1Mo5DsqeP7djPsUrUXibbpg7uAyQijJ4KV,23,1.0248326122156513,23.57115008095998,0.0001412007512658849,7,16,327375.0259654999,0.4117647058823529
1MqUBrxbBR3tdKkFUBUnZGoWrDJ7xZkH83,1,4.999995633264739,4.999995633264739,4.366735261532588e-06,0,1,0.0,0.0
1MrBcJyU5Q2kZRdYSHupHbyfDekg3ZwbhK,1,5.0,5.0,3.46587375640841e-05,1,0,0.0,1.0
1MrFD2rx5KnkNnGKst2LCoyrp3dU3CGGUC,22,2.567053558058831,56.47517827729428,0.00010205906756467076,6,16,342453.9899573333,0.35294117647058826
1MsK77cyLsXjabcihQB4PKz3azddCczT8c,23,1.690562882402427,38.88294629525582,0.00011480233238302844,4,19,332258.9352050909,0.2
1MsKeeYURSW1B26ZG6zyPqsRAncq3akVXU,15,1.4333758613012149,21.500637919518223,0.00010160836661698537,4,11,471943.7625096428,0.3333333333333333
1MsqzuQV8qfTghak2vxQuVvq3K9rRNyjeo,21,1.9491145008328254,40.931404517489334,0.0001279223955196483,11,10,337196.23226680007,1.0
1Mu6P7wwPR6K9mkJxDrKiYxy8Uy8WzgbMh,20,2.16742593554638,43.3485187109276,9.581481581440656e-05,2,18,375993.3602042631,0.10526315789473684
1MuKwHA492S27V9GVtA9p7f7Z6U6Z79tSd,13,1.5248330245393287,19.822829319011273,0.0001352010055397048,5,8,505609.3303709167,0.5555555555555556
1MuZ9eoEiec1wfA79686y9ZHiYybvF28Ao,16,1.854022750042053,29.664364000672848,9.280179396318339e-05,3,13,479358.30060660007,0.21428571428571427
1MupoK9nJ8cvoTBwsdzhyNrcgxGjnFTQAH,20,1.8384135747623964,36.76827149524793,9.053818653595379e-05,4,16,384607.08998284215,0.23529411764705882
1Mvr1WnznpgjqeSSsc35iUGvm8ue41NxFC,22,1.7700160638627749,38.940353404981046,9.195333801112468e-05,8,14,334236.60465019057,0.5333333333333333
1Mw5qxqiRQu1he85b596dQka35cwPxW4hF,16,2.6833863283822996,42.934181254116794,0.00010502483678503488,4,12,485409.21785646665,0.3076923076923077
1My8qWmcsuwFDjLVTzhFgUjoXiJmTmfLiW,2,2.9027493987035933,5.8054987974071866,7.911689512762494e-05,1,1,1483.970869,0.5
1MycmGhNGSLRANs5ZiWCqo1iVRaDo8gaer,23,1.6814013150860152,38.67223024697835,0.00010929532912348815,7,16,352118.4714073636,0.4117647058823529
1N136xfnewVZ1UjuzddgprEJjhf42CQryc,23,1.7968062074905615,41.32654277228291,8.199474337650159e-05,6,17,338546.3811703637,0.3333333333333333
1N1LGfRzimkizGBdRjs5NTLKFP5dRbnJx1,2,7.956020916706669,15.912041833413339,1.3957659881296846e-05,1,1,503.256357,0.5
1N39hpTRmApyD9aVxDUh8ofoZqgSS4apnG,2,32.55464840671158,65.10929681342316,7.071196768792699e-05,1,1,754.017944,0.5
1N3dXhxFr4aSso4jF8m5X9v66M5KU5hF2b,18,1.4960187637832938,26.92833774809929,0.00010065016772368198,4,14,389519.613343353,0.26666666666666666
1N5FNsPxxV8dtzn9apzgdDz2ioFkuZA9S5,24,1.9414136541405977,46.59392769937435,9.243729449016387e-05,9,15,315791.17249556526,0.5625
1N5KRgvD3PstZC3dSCGZFjWob8ZiUuzyX5,17,1.9203104882547757,32.645278300331185,9.297592124646774e-05,10,7,441600.18754537497,1.25
1N63edySEg4yBnLSqtTC72QCoxF5d7W6F6,21,2.312102796923468,48.55415873539283,0.00010448393314542468,9,12,313957.08215609996,0.6923076923076923
1N7V1xodrWagAVBevX1BTb1Gt3cxABdfo7,20,2.797397702376176,55.94795404752352,8.437890423003405e-05,7,13,392979.04491484206,0.5
1N8WRqt6BGcm28CPmXY3VMeh2RjCUm2aZ3,11,3.8565494561212232,42.422044017333455,6.541368355592185e-05,4,7,692526.6418964,0.5
1N98VKk7z4DXn449VGeTksSYWfJEUw7VPj,1,16.949346878401148,16.949346878401148,0.0001746339146016,1,0,0.0,1.0
1NBHB8Xv724c9VAnvEzrGSjnS6SZ6kY71,11,1.1139662337728582,12.25362857150144,0.00010976745947965455,3,8,714611.9557924999,0.3333333333333333
1NBNZAJ9ojau45CW2HWvHX2EQfJgHxaEpf,14,1.4138665520516993,19.79413172872379,0.00010378347686136536,5,9,560168.6205393077,0.5
1NBYD667oG5TdLgdv8t9YvkuRmxZHBV26,10,2.541907800612254,25.41907800612254,4.266544466430976e-05,7,3,716063.4693201111,1.75
1NCFM8bjNvVSTrcUy4oXaYKdLhzz5xWrrS,2,5.751808771638733,11.503617543277466,0.0001736770809137,1,1,1573.576264,0.5
1NCZ4F1pK1GxMCTueCWdFmq7a2jfdQEoTq,2,25.905909277984858,51.811818555969715,7.848847752330982e-05,1,1,625.088755,0.5
1NCmMk77QBvNJFgnPngpvshxsiDefK762W,18,2.1921906329774266,39.459431393593675,9.7381962764881e-05,3,15,429239.98689152946,0.1875
1NDk8hMbZeGQpAs3TJCUiVcx9449urrkKZ,24,1.8059577349193388,43.34298563806413,7.690155788564155e-05,5,19,323532.8887488261,0.25
1NE8YqqgGAqhroJkRpta3pyVEE4hidKAPV,18,2.1807303872830093,39.25314697109417,0.00013577128088024728,4,14,424746.55980447057,0.26666666666666666
1NFWL2kWbdLwNpCdqyduVWAKjbfm5d7SYH,16,2.2899895977830886,36.63983356452942,0.00010519674687523213,7,9,455810.12060133327,0.7
1NFbVP1TsKPDPyDL42US6U47UqyKXno7zx,20,2.935145025163159,58.70290050326318,0.00012254960449170084,6,14,385309.58942321053,0.4
1NFtNZ95GwSvnKWKT4nMoZXChSQi8BP4Ws,1,0.1,0.1,0.0001148083488108,1,0,0.0,1.0
1NGR2W8d3r2DqDGgFXXJ5tRuaQGkCc7ini,14,1.8374140274908672,25.72379638487214,0.00010429648172760502,4,10,509214.1307504615,0.36363636363636365
1NGtbjapmNe9Zfy1yUhmhFaDcJZiQHigC1,13,2.0438754228564204,26.570380497133467,0.00012023277055747054,6,7,627760.5281695001,0.75
1NMEoLiy6VMbskNSV3u2PwmdW2X48jySSg,19,2.039604248344151,38.75248071853887,9.252659791872907e-05,8,11,367791.1444293333,0.6666666666666666
1NMGb43fZfHxCTWDy3SHu7ecoCRo6YbAM,1,0.4537129031794399,0.4537129031794399,7.809794962320182e-05,1,0,0.0,1.0
1NMbfeb5NoaeAAg316LoRzSZuahqxPkMtJ,1,0.6477263724449793,0.6477263724449793,1.2631038251320204e-05,0,1,0.0,0.0
1NPoBhJfE8bY2i373W5DKEn4t7raZFKeYK,17,1.735534990055132,29.504094830937245,6.129453074158484e-05,6,11,453233.9612748125,0.5
1NPuHHBmfhHPajNjN82NtAm5r3YUz9EDxn,15,3.348674215524139,50.23011323286208,9.15998485208421e-05,4,11,444169.46340107144,0.3333333333333333
1NQGmLPJBaW7Prni3c6VXjcsimLPikPVgp,20,2.8160658221049863,56.32131644209973,0.00011959543389184256,8,12,371960.3821868421,0.6153846153846154
1NQKZx1474gT1MhWLPYseKQGfhvwTn7VkV,14,1.8981609134398538,26.574252788157953,6.92802948231969e-05,4,10,564394.1851764616,0.36363636363636365
1NRfMDuoUyrysfEVvr3ueyaoBzeXzgxJTW,12,2.924782118243838,35.09738541892605,0.00018435091141091292,8,4,667203.3579565455,1.6
1NS8Aj35Mz1ySEs9w7bwi1ASsVDyNN4zFv,20,1.7749272656681174,35.49854531336235,7.253667194181276e-05,5,15,388191.72692873684,0.3125
1NSYt4FX6vDRAnpXQdTgfnPn8yBP2cnrML,15,2.869613638687244,43.044204580308666,9.084037970383853e-05,6,9,547305.825847143,0.6
1NTHJH9XwTFHVzGBdAVQrPpPqTgQeWr8jC,20,1.9255348619877277,38.510697239754556,9.913826697905076e-05,7,13,373662.6227877895,0.5
1NTUbvYgxW3dQgsuUtq9Z5Bsj1KHhnbq34,24,2.3766224297624263,57.038938314298235,9.627431924990721e-05,7,17,313026.0138859565,0.3888888888888889
1NUb3kkKBURPHWc2uDP7Qh8tH6nPsKG2NF,21,4.8551860924644,101.95890794175241,0.00012207905159952092,13,8,301614.2817671999,1.4444444444444444
1NUjFySEF29tZsVY6Bn631EgC7owcwwHfk,2,23.509871267480868,47.019742534961736,8.344324003922392e-05,1,1,454.060982,0.5
1NVETCCsBozPgRS5Kx4jn65EjD5rVuNJio,14,1.6591164786204475,23.227630700686266,9.135912043547454e-05,2,12,494220.41256869235,0.15384615384615385
1NVn3Cnwf9eno7rYpRSm36RxuHQWR4SuyY,16,2.01008894459527,32.16142311352432,0.00010433890829929593,5,11,473666.42066119995,0.4166666666666667
1NVpth4xuzGhPgHVaST474XzFXxy9Pznd6,22,3.0300047242553494,66.66010393361769,8.817233319433857e-05,10,12,320980.45995438093,0.7692307692307693
1NW7aSog315EnYPrxjeaQ7YxjUw7CuXpxE,20,2.8530569791668876,57.061139583337756,0.00012214432805199573,8,12,305646.18166357896,0.6153846153846154
1NWJQBQQNqBy9i8vgdfhe5YhqHQZC4kYap,21,1.5797259742950123,33.17424546019526,0.00010145915953784426,9,12,271986.65022300003,0.6923076923076923
1NXzK6NQsq3Ex4TdQ3p4WmLwhRvAQDhqeh,18,2.1502897933792156,38.70521628082588,5.8282361773020905e-05,7,11,431002.45190411765,0.5833333333333334
1NaVxSCjMSdZpZmFuVWU8VF3DSskJwRWWR,25,2.1975398121459677,54.93849530364919,7.868812364734287e-05,11,14,278513.0850382917,0.7333333333333333
1NaaiXxdaY1kCMP396aGxy9fGwmsF9V2Xn,2,7.623245492634486,15.246490985268972,1.8459832297170823e-05,1,1,1473.300034,0.5
1NawQGs2auAmrhjMS9pFn3ELg6bc3Xc6uA,22,3.103947216175344,68.28683875585757,0.00011321729051766144,8,14,329233.59942076186,0.5333333333333333
1Nca9Q174yNCaDEHEwM1uShXaxdVbKYw4L,16,1.786279473648427,28.580471578374834,0.00010386672473799582,5,11,485487.84378573333,0.4166666666666667
1Ncsx9MWL3S3w37FmziRDot9aVTajw5rox,17,2.0231559095923055,34.39365046306919,0.0001397486623339653,6,11,417661.4590834375,0.5
1NdPefBfhTKvsHmoPTLtncNqMXhxe5e4iD,30,2.650217822074976,79.50653466224928,0.0001033230246305238,8,22,252168.76201375865,0.34782608695652173
1NfToseySEWHQ6HNs9FdRyZEmbRbLgSsXv,16,1.7813062130666417,28.500899409066268,0.00011392736362615703,4,12,459843.45050000004,0.3076923076923077
1NiWg24VpLfFdH5GzmeWinQbJ5VdaVsjrD,21,2.204479842191397,46.29407668601934,6.459715470782253e-05,7,14,316054.56779705,0.4666666666666667
1NjXkoRc7YRdmVGUU97FV1GVoJreg34CFc,17,1.7135699092858927,29.130688457860177,9.704430481888857e-05,9,8,421184.4836259375,1.0
1NjhT2oEZJWKxaCoaLmkTKi3nD4iu7UGYR,21,2.0205572601799666,42.431702463779295,0.0001158094239880503,7,14,355492.22725475,0.4666666666666667
1NkYdmxt4mnDgJPEi6yoGiikgtrQwffY8t,19,2.362403672124059,44.885669770357126,0.00010095471465039389,6,13,387631.2082504445,0.42857142857142855
1NkztRn4DrrdzdNAik1Gy1w4DvSFB9tJM2,24,1.8398452888230985,44.156286931754366,0.00010726770605929076,5,19,323480.5951833044,0.25
1NoGRYLPUfpTnq4mSPNMvtaM4eCye4qPK1,19,2.015549504570591,38.29544058684123,0.00011712569741453004,5,14,398907.91226916667,0.3333333333333333
1NoSbYTqLUaZ6TxaXDSULFSGLtYUExeuDc,20,2.3110854686312896,46.22170937262579,6.51551787069492e-05,6,14,308159.199736579,0.4
1Nqj9Jhogn6MLQUbPNKJrqFDg5cW92ZXpP,18,1.562343706503973,28.122186717071514,0.00010020059836429387,7,11,438207.52333788236,0.5833333333333334
1Nr46ExrmX5LGfXsk4Ndb7pAEkPgcD7mZt,24,1.8605799477307914,44.653918745538995,8.987394965475323e-05,4,20,278694.07153373916,0.19047619047619047
1NuX3p9j8tPepzPny4tAHpzRgdFEzu9LpA,2,8.066408115934259,16.132816231868517,3.580392332880156e-05,1,1,1588.898842,0.5
1NuXVQ4qugLH54tqEogybbpWCZ2zURv2KZ,14,3.515909499788954,49.222732997045355,7.167129626892365e-05,7,7,496237.75721446157,0.875
1Nv6RxYEHmEywhjw3pZi63JogRc1AuL8Hr,2,0.9994178264049403,1.9988356528098805,0.00010425920014144054,1,1,12183.55225,0.5
1NvhdxTtRDbvJkZwt2HhKAgVU33unfjdbY,16,2.6162741513676506,41.86038642188241,9.787044594689136e-05,8,8,514930.35921300005,0.8888888888888888
1NyGaPbyAkfiRaBTEpmELqDARNGpmzyzJQ,23,1.8783988657177273,43.203173911507726,8.803335132849481e-05,10,13,317405.3691809091,0.7142857142857143
1Nyj47EL32BfV8fddyVcfENTVPQoMQwvn5,15,1.954825024530075,29.322375367951125,9.246979613984667e-05,11,4,501598.19429685705,2.2
1NytS3hgczwGJwp7RVLVeVrKY5EvdqmNjo,2,4.999827638381529,9.999655276763058,0.00013490471497517537,1,1,19030.049368,0.5
1NyvjHYKLuyeE1cN4J6bRks9i4fC4X1pQ3,19,2.3744047122049583,45.11368953189421,7.929752876390454e-05,5,14,385570.2890582222,0.3333333333333333
1Nz1gtkxeiZPDSQe3VQ2hvh3Gmr5Q8Urze,1,1.1899922519567658,1.1899922519567658,0.0001771676659972,0,1,0.0,0.0
1P169CQ8BBdPY9NsJZWoFfR7Um4izc9pPt,13,2.3430133651818434,30.459173747363966,7.611870252171702e-05,7,6,471550.13337750005,1.0
1P18f7r6mwmUEFr9Ru471DJFgwdJxYaP4b,18,2.5332033106686347,45.59765959203543,0.00011397961596910447,8,10,448644.01928647055,0.7272727272727273
1P1iwQALcqreyHphpUgSaYpFmXfqFQ7YLA,25,3.049604918476843,76.24012296192107,9.910317421401736e-05,11,14,310017.2684507083,0.7333333333333333
1P1wuqRUam8dk4Cfijsg6EeJ8Vtox8dJhg,19,1.2162115251258665,23.108018977391463,4.882717119530927e-05,4,15,393435.3160503889,0.25
1P33kBeZtUXYoU28ZbzhVZW8RRbexNa5ed,13,3.12168770832519,40.58194020822747,9.419207457517489e-05,4,9,545985.65188025,0.4
1P3g4nXdh3rr4TLGnG5PdegVEm7xE45kdG,21,1.270511038117533,26.680731800468195,0.00016178647833821048,3,18,369849.95953999995,0.15789473684210525
1P3ytb53MveqoJBhzgwiNGCaorZwBSDxRy,1,5.0,5.0,4.993298010902702e-05,1,0,0.0,1.0
1P4BwvKVGuSfanHrMbk9zhauo3Sd1upJgb,23,1.5481600315237447,35.60768072504613,7.59742195822778e-05,7,16,305935.0503438182,0.4117647058823529
1P5i9149hGXsQ8cvxYE9HSe924rsLt9RkP,24,3.4279248035209977,82.27019528450394,0.00011590596483137236,6,18,316858.65760539134,0.3157894736842105
1P5iiWe4YrAyy6V3xs5fsZxN6ZKjeEfjmK,25,2.1451232421687974,53.62808105421993,0.00010748453061563858,12,13,289268.2643154166,0.8571428571428571
1P6cL9zjYP7LZKWQXWXbktiM5q1RKKWawq,17,2.673970576879274,45.45749980694765,0.00010762301127075814,7,10,414215.625675,0.6363636363636364
1P6hSvuPuMATnYxX9GvUWvKSwebpn8N6NL,23,3.1682698756784724,72.87020714060486,0.00013093562452157916,10,13,344630.8374270909,0.7142857142857143
1P6jnUmKxhNdRo81P7XTdXHeGfYW3XUutL,1,0.25151976503055384,0.25151976503055384,1.4440620026034672e-06,1,0,0.0,1.0
1P8FBaFHMQoTQB7MfmpMoxH4516Ck9ganW,16,3.2584454348861387,52.13512695817822,0.00010433058311644967,5,11,485933.6098911999,0.4166666666666667
1P8ReqSj1oohojUQzXX1bteMgSkPq9nMnR,21,2.135321296846808,44.84174723378297,0.00012911461540559844,3,18,310949.94948155,0.15789473684210525
1P8TprJBPS9mFei4P9RKoZSi362DqM71ZS,15,1.7707785395172975,26.56167809275946,0.0001433667668393705,6,9,513497.1183122142,0.6
1PAZBAAsKKHSFHZ259WArvFZqP24xBQfi4,2,12.246359076652219,24.492718153304438,4.756064455673733e-05,1,1,1320.316484,0.5
1PAoKRNJ27sLXcP8NKvLa2jHhQ8ELPaShA,19,3.24818503531001,61.715515670890184,0.0001058610182278257,9,10,416071.899524,0.8181818181818182
1PAx1wmGprWbQVu9uS6YQeVa4M55tnW8ER,24,3.8644406871328987,92.74657649118957,0.00011246337484429118,9,15,319964.72394356516,0.5625
1PBbMU93WzJkwEhFnFbAjagYU2HQn1ZPJy,16,1.6624231490954529,26.598770385527246,9.51604116066805e-05,5,11,515346.09055273334,0.4166666666666667
1PCaDZQpabkKrsLrm1Rx8ybCHKpdvxdZMx,26,2.1890937153077434,56.916436598001326,0.0001096912132513633,10,16,303582.26300608,0.5882352941176471
1PCzKHoCNoBGDNq7dRBJt3comLJ6TN7yy,26,3.0448480542206324,79.16604940973644,0.00010597059905014889,7,19,257378.1593394,0.35
1PDYMsY43fReW1Pzi2B3F4ua1sjDHG7P3Z,19,2.904986363718679,55.1947409106549,6.11296320629207e-05,2,17,395550.64206049993,0.1111111111111111
1PEbV54XeS7y8T5riyhTM6gNSU7nbKwZdK,13,1.780949826489144,23.15234774435887,0.00015952663761365667,6,7,391726.9130196667,0.75
1PEyxKuo2DdxTEmZ8nse7BgRqrbF2BF4XV,32,2.280004707727866,72.96015064729171,0.00011423162127448814,10,22,240994.86683600006,0.43478260869565216
1PFfpWFKnBYaUjGgrS7yGXyC36hnAnNmJn,20,2.4578774773240624,49.15754954648125,7.964771146601627e-05,9,11,384189.8033817895,0.75
1PGKX2cTWnka9rLoSj56eKA75yvKa3jRFi,2,16.557466084407213,33.11493216881443,0.00010936742525655456,1,1,879.338218,0.5
1PGNMfFCkbfS8sXuaLnBKP2CpHL1QgR4WF,14,1.7515003277434835,24.52100458840877,7.63898218797775e-05,1,13,488990.01744646166,0.07142857142857142
1PGuwEWeDATiNPK5PF1PpWARv6wiq4sNBf,17,2.5880424663573134,43.99672192807433,0.00010467871955693212,7,10,468357.4761190001,0.6363636363636364
1PHN65gEAnJVrubmaSFGazbZSd6RVMuTHa,1,0.1,0.1,0.0001019269972473,1,0,0.0,1.0
1PJAbGteHXMfnZjdKYqTn8kghJsa5zWEVr,23,2.574308993152498,59.20910684250745,0.00010542136606544608,8,15,297836.7070184091,0.5
1PJT8vJrMtz8bWaoqw5Eb1xdpt1KaiJEGE,18,2.1962349288892247,39.532228720006046,0.00013584085431351796,6,12,405338.08716182347,0.46153846153846156
1PJXycpcFitnMkQh9U1EabsuzDRAzm2TQD,17,2.3732636054160556,40.34548129207295,0.00010880624047594536,8,9,434561.887851375,0.8
1PKYBsrRdrTXyJwa1d79Xg5g7eiksQAncX,2,4.9991579139927955,9.998315827985591,0.00022609540832255,1,1,32634.882103,0.5
1PKjir2aUjvKrVbMyzWZWMsK4aLSYuhAj3,20,2.2946786843028595,45.89357368605719,8.904564793947104e-05,5,15,348616.26697826316,0.3125
1PMzakt5isEs5mMySNEUvcjJxpsXjnYe8P,21,1.9649677683634348,41.26432313563213,0.00011636735708895216,5,16,352935.2875976,0.29411764705882354
1PNRuyJ3xDq1C1V9qRgZSLD97ZVR7HcSmB,20,1.7281394610280276,34.56278922056055,0.00014438405712168995,9,11,392739.3917220526,0.75
1PPffRDueMU479tJ8MNEL3yH7Ym4DRapN2,1,0.4501276314339601,0.4501276314339601,1.3823298948453269e-05,1,0,0.0,1.0
1PRFvACGkSpki2EFisBaX5s8hM2xvbpZWe,22,1.9611491599238073,43.14528151832376,0.00010258517667243094,6,16,337789.13381,0.35294117647058826
1PRfPf9HComzjMVJSHYFRcfBQP6XQBJyCg,22,2.73748565837067,60.224684484154736,6.308448024764017e-05,9,13,317011.5648074762,0.6428571428571429
1PS36KneeTnJGk4wqBTXHcDuizzfYAi5vZ,18,2.984473579022894,53.72052442241209,6.950833529776606e-05,6,12,438806.4828302941,0.46153846153846156
1PS5dFs9srNXmhXgwd7N7ByoxjhGFGNRFx,17,1.7615167021777274,29.945783937021364,8.564179483304151e-05,2,15,442446.00756443746,0.125
1PSmtsE4UbyiQW2gDvS1dS7BFjYcFGrzEd,16,1.4292283534725203,22.867653655560325,9.417590561180636e-05,5,11,380179.5441730001,0.4166666666666667
1PUA8jQw7XNv2ZHW2WE63xqNyWBEPhQ44p,2,0.0999600059511309,0.1999200119022618,9.490138103935552e-05,1,1,22027.853904,0.5
1PUYHQ9o1WVkZtRYVdYmg4i2PiucjkeQGD,29,2.673342840820687,77.52694238379993,9.439690523789785e-05,8,21,274441.33207778574,0.36363636363636365
1PXXG22R8qcj514hVaxqqcsVjR4nYZTSZz,13,1.6496877499629288,21.445940749518073,0.00014770490577839225,4,9,562439.3720929166,0.4
1PYKw3e2YCgCsr1bGSz2Xp3aBM2ykC7pxb,21,1.8229738190977376,38.28245020105249,0.00010853240617138308,5,16,354567.8562391,0.29411764705882354
1PZjFu1kd5pe4mCMi2BYDYVjQgj52udWWV,21,2.3380074939497018,49.09815737294374,0.000126982409835662,3,18,279441.779779,0.15789473684210525
1PZpuC8NXFwkMgzEpwgUxEJty1hirDdFzu,29,2.054182918565467,59.57130463839855,9.21377177342079e-05,8,21,270874.4997674643,0.36363636363636365
1PaAaJ6F5txbsAoCXVSJ7kvt7XdrwZwwU3,17,2.308727662494226,39.24837026240184,0.00012804588205348543,8,9,363830.78964900004,0.8
1PaLBhg9JyBubFy6evZbk7iwZLWdvagwio,21,2.5164856632608936,52.84619892847877,7.835592872643093e-05,6,15,365108.90089675004,0.375
1PcZsY9bbjfK77ikSVdD2uWBYtsBFM88vg,13,2.1713884766002742,28.228050195803565,7.966292441177254e-05,5,8,512871.03862641664,0.5555555555555556
1Pd18LoEtWRxgrqm3jyE8qUW23xjzWzizV,19,2.0664624443175597,39.26278644203363,8.524690787102332e-05,8,11,393534.1536025,0.6666666666666666
1Pd9cAZpiEqGHE6TMrPbDmf9qbjseoG8bB,20,2.3405758794713307,46.811517589426614,8.670023939365923e-05,10,10,271637.8512947895,0.9090909090909091
1PecGUNXrVek2Y8Rf3X8Pc53vyzbwTfuLa,18,1.5533629927319077,27.960533869174338,0.00011662693978833883,5,13,380401.55114941177,0.35714285714285715
1PgfbNj1wGHEYynjUTfYvydKXjNP3PJi1m,14,1.9510216695371876,27.314303373520627,8.03075966590121e-05,6,8,457990.81619807694,0.6666666666666666
1PgyFf4VZBTDpmCMKfqJBHvA2GgAcYZ4jL,17,2.1717495580666273,36.919742487132666,0.00010513401734881736,3,14,468665.87073468755,0.2
1PhDKTf5sA4KQZUSLspTfny2oTwRakSZJs,12,1.1164269608792716,13.397123530551259,0.00012314445199662657,5,7,499218.44874609093,0.625
1PhyXqeMTi1erwB7vjSpi6kwAk6ZojfKH3,20,2.9288293875598477,58.57658775119695,8.44505612753556e-05,9,11,396143.16565731587,0.75
1Pito9oH9sAqthWajNGKhEQo3oUBVQJp3z,16,2.076505443620235,33.22408709792376,0.00010505911288890387,3,13,394693.0051008,0.21428571428571427
1PjxpX4eHwhxtEKFjkMiJweNbjK3EDFf3y,33,1.9087242062850038,62.987898807405124,0.00011922306256091082,10,23,236730.838395,0.4166666666666667
1PnbEgPLCzhd4GmcU8pZsX3srG4MtqEyQZ,15,3.4538860060168575,51.80829009025286,0.00012408564820647964,6,9,473957.87367442856,0.6
1PoDzBi2v4NRmUnY7k9q8HQegLkvsMPzkT,15,1.7658321872130527,26.48748280819579,7.521522446273066e-05,4,11,485398.5661960715,0.3333333333333333
1PoGHezaKEjQ1wuCwvZGTKQ6mTQoobQjFk,2,0.09909345904341747,0.19818691808683495,0.00022251250230896508,1,1,27483.768577,0.5
1Pp2dZN4AecnrUupcpYtCZbEmBYAiwn9St,21,1.0859586411692712,22.805131464554695,8.288135336591217e-05,6,15,385513.30611,0.375
1Pp2hhHRiXSZPvroJZt3m6pyDcpkHCsJMz,2,0.09988682215691579,0.19977364431383157,9.465168212366872e-06,1,1,13684.365411,0.5
1PpLgHB3tji6rCJEfV9Y6aAPpvQ77JJKnL,20,2.4988702426280134,49.97740485256027,7.709371029217015e-05,7,13,393027.4422794737,0.5
1PpSzLqCkZ2UNuYTc5ghC5qgVSKcUvQzhv,16,4.3055893221985215,68.88942915517634,6.775919386237223e-05,7,9,451731.3968590666,0.7
1PpUNYiz5iqAs8pLtbD3tTArWJnWUqGGsU,20,3.257993654533366,65.15987309066732,8.788380691918829e-05,6,14,399349.18497926317,0.4
1PqHZuCHBnckneUDhoQMJvheo8CXvxNg4o,1,0.49906755878206155,0.49906755878206155,1.4255035557609328e-05,1,0,0.0,1.0
1PqgrqXgDgedDTZbd11jv2ddsyR7dDu3AS,13,1.958094229950918,25.455224989361934,0.00011416837915078688,7,6,552200.8642218334,1.0
1PriECaPcYXjGuvAXuHgJuLywmgouZAUDR,15,1.9660683581788492,29.49102537268274,0.00011171053991902995,6,9,520109.2680223571,0.6
1Pro4f57eCx3Atp4iLE5zwEvYDbMTPHmuP,14,1.6435249119538382,23.009348767353735,0.00011165722958783046,4,10,444168.0263676154,0.36363636363636365
1PsxvRwto7VXJrDbDd35An8moSqdj3qARN,2,5.2644337404989985,10.528867480997997,4.507953216515557e-05,1,1,611.068926,0.5
1Puq5dTsZp659EG1tvYLSwFSMXLXyheptP,20,1.8815132988233372,37.630265976466745,9.290936936057963e-05,4,16,321534.3028108421,0.23529411764705882
1PuwCjoMZR33YCW5AKiMsR3jbEN669NGz2,21,2.7896482984589728,58.58261426763843,0.00010211129172689302,8,13,365407.12577105,0.5714285714285714
1PvghpBPYkQp6U9f3G79CqgPGvdUnaENUR,12,4.876465980400508,58.5175917648061,4.180319443521027e-05,6,6,470533.4499553636,0.8571428571428571
1PvrNNKKG7goY349P8GVfA3wq4dyVVSLJR,16,1.4701779869481202,23.522847791169923,6.36482870104303e-05,6,10,454654.2370161332,0.5454545454545454
1PvyaMPcTovzVZevFF5qyd2cLNzHAwiyu7,20,2.3122335441046373,46.24467088209275,0.00010067997073301147,7,13,330270.15306694736,0.5
