rank,wallet,confidence_pct,risk_level,is_anomaly,reason,tx_count,avg_amount,total_amount,avg_fee,avg_time_gap_seconds
651,16MtwsDtizyptQSm5y4bVbQPAH8mZ8yfFm,41.3,Medium,No,Normal behaviour -- no red flags,2,0.9996377747904692,1.9992755495809384,9.012696788824432e-05,32634.132953
652,3D1ibJVZei9RU7B3LJgkdiARXiBREFg5HY,41.3,Medium,No,Normal behaviour -- no red flags,2,0.999428328168834,1.998856656337668,8.926178025864053e-05,32647.803956
653,bc1qugsmk2qkhpsup2hxkegahl52zm2s6acsygq3vg,41.2,Medium,No,Normal behaviour -- no red flags,2,1.7081451614604592,3.4162903229209185,2.180361781534044e-05,217.448954
654,394Fdun5t6GnBTNAgNq5aovzW52JznA7pR,41.2,Medium,No,Normal behaviour -- no red flags,2,2.321209228620173,4.642418457240347,0.0001361096632015,1467.328613
655,3MpvKJmHqAZPe1PL6xAkXgH4smwV3n8e7p,41.2,Medium,No,Normal behaviour -- no red flags,1,4.978481263682431,4.978481263682431,1.914226309437235e-05,0.0
656,36pLFcWqwHJC3poDWmsJtMaoqmh66PKxJ4,41.1,Medium,No,Normal behaviour -- no red flags,10,1.6387110005014556,16.387110005014556,5.162912329231895e-05,578435.8335568889
657,bc1qvyrqakpfjwx0qmsd8qz3m6ej34rqr4r4ejxljh,41.0,Medium,No,Normal behaviour -- no red flags,11,1.5938060556901836,17.53186661259202,6.850649548263437e-05,665434.2070969
658,3EKmS8QG7HoVPkRKAvvaukZV7jmU7LyprF,41.0,Medium,No,Normal behaviour -- no red flags,2,2.316830841086309,4.633661682172618,2.89277496757396e-05,1097.018236
659,bc1q4kexpflzn3xc5c80r70zx58d0m0jxc3eck7rdk,40.9,Medium,No,Normal behaviour -- no red flags,26,3.131634140698816,81.42248765816922,0.0001111348059899,286945.96533184
660,1M261k8WkftfToqn1o4g6EYLTuASd2XdiY,40.9,Medium,No,Normal behaviour -- no red flags,1,2.0633559992717974,2.0633559992717974,8.93357484077182e-06,0.0
661,bc1qsnwdk5anych2undtmt3vh2f02vs22wgj45vuy2,40.9,Medium,No,Normal behaviour -- no red flags,13,3.152223667959802,40.97890768347742,4.338435861368486e-05,568887.3526618334
662,37g4xmQV9DxMrigFHB8monwMZzVhBAFFKd,40.8,Medium,No,Normal behaviour -- no red flags,23,3.636093909489137,83.63015991825016,8.891258312553788e-05,320551.5236938182
663,bc1qxjdpdtjw858na3vdvewph4pvq7snmrdlwmx09j,40.7,Medium,No,Normal behaviour -- no red flags,16,3.992312437874184,63.87699900598695,0.0001241308325814,486846.2032167333
664,3KVHdaeVNv2qmJY89NmC1GedrDsRW99G8f,40.7,Medium,No,Normal behaviour -- no red flags,14,0.7488334358909421,10.483668102473189,0.0001484728493101,415592.6183523077
665,1BFuqzB5bFd5WvmLT5hPKxNs2sBf3Q3R4J,40.7,Medium,No,Normal behaviour -- no red flags,18,4.23516024221974,76.23288435995532,8.998592109334897e-05,419886.1266090588
666,bc1ptdce9fz7uquwuk9e652esp4schsr5s6naxetd9lf978aakg5c0yqvaqc2p,40.6,Medium,No,Normal behaviour -- no red flags,2,2.5704383587323774,5.140876717464755,3.248912572675679e-05,953.438266
667,bc1qmmu4lcm72zdy2fmvr0e7fcq9guu49656ccjx2s,40.6,Medium,No,Normal behaviour -- no red flags,2,4.586234753916836,9.172469507833672,3.725392488536346e-05,1732.779501
668,3LhSGrDsmLTHJrwUfQpjosDmmtZDizCEsw,40.6,Medium,No,Normal behaviour -- no red flags,11,1.238399722891746,13.622396951809208,5.390951688275576e-05,539445.3089163001
669,17GQM9wPZhhyNr1KSBita6FBvdmyQ534qe,40.5,Medium,No,Normal behaviour -- no red flags,2,0.9999685690065202,1.9999371380130404,6.113867314554878e-05,22640.628877
670,bc1qc584xhs3udfx5c6vtjtu2jwa0zzqqmqu34wzg0,40.4,Medium,No,Normal behaviour -- no red flags,1,5.0,5.0,1.6422361126236048e-05,0.0
671,3EC58yXfCF92gyQL4CsKTV8yVaaabW16t8,40.3,Medium,No,Normal behaviour -- no red flags,22,3.788861682462284,83.35495701417025,0.000100657770196,347177.42306047626
672,bc1pg6z4c66k9xxnv28zx2gy7n4aef5m5e3nglufw0dzfpk5xgdpq4as26tqqj,40.3,Medium,No,Normal behaviour -- no red flags,17,4.281731409875769,72.78943396788807,9.598467061801656e-05,429233.8680223125
673,1MVV5rY1hF3se7kGa1UbFDXhFSiy6J4Frt,40.3,Medium,No,Normal behaviour -- no red flags,17,3.432615731725561,58.354467439334535,0.0001576847571569,474728.7075358125
674,bc1pcn4n29s0hvxmqnjnaysrfl8jz3ss6udw2l9tnwyt470h770dyvuqkhsjek,40.3,Medium,No,Normal behaviour -- no red flags,2,0.9998324443307278,1.999664888661456,4.433336908223159e-05,11575.304803
675,bc1qytqw06cxvamkq2n2lgnwgrxtl8v00sgrryjjhj,40.2,Medium,No,Normal behaviour -- no red flags,2,0.9997176460962608,1.9994352921925207,3.7379765082678535e-05,11706.699445
676,1G4hUnKzDbtXw2CNpRpwUXpcH4LzjMz8HV,40.2,Medium,No,Normal behaviour -- no red flags,11,2.154907405405437,23.703981459459804,7.498498103249333e-05,760283.3415827
677,1LKTtWqSgmYYiv5KmFbA5piLnY35ygkyUZ,40.2,Medium,No,Normal behaviour -- no red flags,11,2.555978546629787,28.115764012927656,0.0001037032161183,749278.1220943
678,1LmcRaJ4fezKxBWRe3fmbQ6hBPEzZ7k7Yv,40.2,Medium,No,Normal behaviour -- no red flags,2,4.904475464483364,9.808950928966729,4.278702838137302e-05,929.672138
679,bc1qzt8pczjr2z93lxxgkv6rn0eu7yfe04uu32uzzc,40.2,Medium,No,Normal behaviour -- no red flags,2,0.999809980203933,1.999619960407866,0.0001081945997348,22497.376299
680,1DTR9xh34XDf9bevj4ZjoofEL9owCraiHC,40.2,Medium,No,Normal behaviour -- no red flags,22,3.510357347918701,77.22786165421142,0.0001344085199135,328314.64391195244
681,1L1YumFUhdkNQeooEYrm2TSFByzYhfp8yd,40.2,Medium,No,Normal behaviour -- no red flags,11,1.7575675753872195,19.333243329259417,0.0001111976596902,723771.3404574001
682,bc1quxexxqhhddh7dy7f59mrrzmayjudzvznkwugs5,40.2,Medium,No,Normal behaviour -- no red flags,2,0.999761629363168,1.9995232587263363,4.666193871544159e-05,12008.285294
683,18u4ycn8pGsTPFZXMFf2Ya9qJHTWEg1Yzj,40.1,Medium,No,Normal behaviour -- no red flags,16,3.5103753050289046,56.16600488046248,2.831737121121416e-05,445163.44917433336
684,bc1qrjx2gcfpc5ulxr4gkhpczctdu7r7vsz45d5svx,40.1,Medium,No,Normal behaviour -- no red flags,2,0.9998210470508364,1.9996420941016728,9.82090649009763e-05,22419.319622
685,35G6hBvMT4y4FrxFYxPzzHgsz6wu8ZF2tN,40.1,Medium,No,Normal behaviour -- no red flags,1,0.109741728640597,0.109741728640597,1.6053998132644784e-06,0.0
686,1GAQbPKkhMCGNDWkgE7isKREqFh3Tgp6HH,40.1,Medium,No,Normal behaviour -- no red flags,13,1.5235404473546577,19.80602581561055,4.223143192667448e-05,615142.5246243334
687,1FsjRWzkJ85BAvtfFr6aSvWphpV1fAFaBq,40.1,Medium,No,Normal behaviour -- no red flags,11,1.7024775500350289,18.727253050385315,0.0001560816282864,549190.7774280001
688,1CT76zpNmgPhgyZJYuoqa5K1ZSTS9bsPte,40.0,Medium,No,Normal behaviour -- no red flags,1,2.38172569482511,2.38172569482511,1.409313907295257e-05,0.0
689,bc1qu7qr2vfzx9ln4y5e05n92lxsz9p3k68tyu5duw,40.0,Medium,No,Normal behaviour -- no red flags,1,5.461363474934839,5.461363474934839,5.814432568312757e-05,0.0
690,1Q69o7VTb5yz5VAhV5L4o8JdaDPtgoLpa,40.0,Low,No,Normal behaviour -- no red flags,1,0.1216726799180691,0.1216726799180691,2.022817941598783e-06,0.0
691,38Beh7rDh6ejLntcLuLDZat6GGijHuZMqZ,39.9,Low,No,Normal behaviour -- no red flags,11,1.83515231202368,20.18667543226048,4.732972500417027e-05,611149.6078896
692,1DBg1YhEJ3La2BR8FuwVDWMefDZCfg5BqB,39.9,Low,No,Normal behaviour -- no red flags,12,2.573761377918491,30.885136535021893,0.0001408139182642,646296.2567644547
693,1BVmnKpr7SBMtvuNERgEB9nHqXXgHSmfWi,39.9,Low,No,Normal behaviour -- no red flags,2,0.9998613137763104,1.9997226275526203,0.0001051545135208,22294.109111
694,bc1pfaf2xx0v3ecv6ajzv9hvvufvyct0prk8688rqa4halvqntzw8tqsl6dy00,39.8,Low,No,Normal behaviour -- no red flags,1,4.999979885968529,4.999979885968529,2.011403147066933e-05,0.0
695,16sWwq4P9i9otL8VgwzHCgByExHrEe5b3w,39.8,Low,No,Normal behaviour -- no red flags,13,4.19637765554728,54.55290952211464,6.300811756413481e-05,529596.5086276667
696,bc1q70wnq3ge7fw8s6uvymd3rdjx9dqgaqpw3lns7e,39.8,Low,No,Normal behaviour -- no red flags,1,0.6413707121694571,0.6413707121694571,0.0001554380862602,0.0
697,32k314CBV7jejkfJp2Z12SKG72YyXgs3xu,39.8,Low,No,Normal behaviour -- no red flags,26,3.159027156856742,82.13470607827529,0.0001055010440589,297398.61982184
698,bc1q84rzxgr7e9npkhht5pgcf6whejx0mztjzmmvfn,39.8,Low,No,Normal behaviour -- no red flags,1,0.1035108466133462,0.1035108466133462,1.261415616503813e-06,0.0
699,bc1q62fwy8jkmvm0f090yvhaf6y6qhwptxw7g3rrk6,39.7,Low,No,Normal behaviour -- no red flags,12,2.725614617867563,32.707375414410755,0.0001732365422771,419555.8882084545
700,bc1quw5a4rvaaqkjk0xjezda76fqwvx9j2jl97vv6m,39.7,Low,No,Normal behaviour -- no red flags,1,2.08310614621259,2.08310614621259,1.0209227809449868e-05,0.0
701,bc1qrz9d4gwmkurxfgqgc2wqct6plrnum6juqqj2u9,39.7,Low,No,Normal behaviour -- no red flags,17,4.050848777201098,68.86442921241867,8.352168619846825e-05,457268.3022236875
702,bc1qz2czesajeuc377xfv72wxscj0xygaaz6x5ucnw,39.6,Low,No,Normal behaviour -- no red flags,2,2.125842717373492,4.251685434746984,0.0001119732381691,1720.881509
703,bc1q6pcnqn3jnvep4jhznh2qxdfpfhnzh97nvfjskm,39.6,Low,No,Normal behaviour -- no red flags,1,0.4875566051264639,0.4875566051264639,0.000160659136758,0.0
704,bc1q830kphk5a86pncwn3gsv2fmgvxfr9kcz6zpu3v,39.6,Low,No,Normal behaviour -- no red flags,1,0.1020843546123319,0.1020843546123319,2.3707243068622523e-06,0.0
705,bc1qgmy3aw307cdywv78rd6jdvpus5u8jm3malkmr2,39.6,Low,No,Normal behaviour -- no red flags,1,1.942100900983749,1.942100900983749,9.405116050419089e-06,0.0
706,bc1qry0revtwtwcpskew83eq85awe4e4rhwu049zmm,39.6,Low,No,Normal behaviour -- no red flags,1,1.888435278352229,1.888435278352229,9.06187136245818e-06,0.0
707,1ApoW5Zz3HuFKmrJM6AdsKPnQNKbVmCaZ1,39.6,Low,No,Normal behaviour -- no red flags,2,4.382135527431609,8.764271054863219,0.0001014991927926,1792.018149
708,bc1q3kxgwsmntqh4jlfj8p5cuphzegry47246jap5n,39.6,Low,No,Normal behaviour -- no red flags,16,4.09361333764313,65.49781340229008,0.0001111008024607,489439.01465006673
709,bc1p5g7slgzscrzmzlefjtm7mvsfxh6dq9qu9wmas2kws2jtkk4wjl2s9mxs3v,39.6,Low,No,Normal behaviour -- no red flags,12,1.8624996968976504,22.349996362771808,0.0001885181392768,494203.8082194546
710,bc1pcx2zqvq52y3ee6gkt34fkt2gckkzp5sr6cdctf3wq7ugxsmeqjkspz6znf,39.6,Low,No,Normal behaviour -- no red flags,9,1.907799278309052,17.170193504781466,0.0001015534627941,683161.62589625
711,1P6jnUmKxhNdRo81P7XTdXHeGfYW3XUutL,39.5,Low,No,Normal behaviour -- no red flags,1,0.2515197650305538,0.2515197650305538,1.4440620026034672e-06,0.0
712,34tuyk31Fv6igr4RUJ2VzEpaMy98cfAeGj,39.5,Low,No,Normal behaviour -- no red flags,1,0.2551228007617942,0.2551228007617942,4.915436890249634e-07,0.0
713,bc1pwpthan90hgvdjgn0lj5xg422yms8ajtjp9fmkqcd3dxxqa8mu7hqrszf2e,39.5,Low,No,Normal behaviour -- no red flags,2,0.9997634013567572,1.999526802713515,7.840248536977012e-05,22616.975146
714,bc1qx0z72a6c4ffrtwkjffy2s9ue83s9thr3rznm5y,39.5,Low,No,Normal behaviour -- no red flags,2,0.9995504235323652,1.9991008470647305,0.0001206319325282,12438.511577
715,bc1pn3sm0398f2zdd0l3eynevd8vr3w500nmxmsp7flme378gyp6nndq25853d,39.5,Low,No,Normal behaviour -- no red flags,2,2.4489758428925885,4.897951685785177,0.0001247846784885,334.877059
716,1FgBZ1zi14aS1Knjp2GLtCALPXXRnQtPyR,39.5,Low,No,Normal behaviour -- no red flags,12,1.642930265179105,19.71516318214925,0.0001364025840059,663913.9122629999
717,bc1qwx9n0eqh3af4r2wynnv7r2g6s746uxthrwy706,39.4,Low,No,Normal behaviour -- no red flags,29,2.64489122619324,76.70184555960395,9.900384644807185e-05,272605.44884267857
718,bc1qzdu98zzm9hxr7nrz8jwuyhzl742az2t3sqvukc,39.4,Low,No,Normal behaviour -- no red flags,31,1.7070665885775242,52.91906424590325,0.0001047796508293,240479.1703794667
719,13wjkxptWjLCEHUHuP1atPaKP24CPbZwQZ,39.4,Low,No,Normal behaviour -- no red flags,1,4.999598873834228,4.999598873834228,2.366819129566642e-05,0.0
720,3GCQbBXbFnwJqreB7MsesSzFsdd44coBQt,39.4,Low,No,Normal behaviour -- no red flags,1,5.0,5.0,2.110009146526064e-05,0.0
721,3JXmnA32Ys8maTUEmvW4LQFEzc8EdvfqFR,39.4,Low,No,Normal behaviour -- no red flags,11,2.1349999042450034,23.48499894669504,7.785568397773093e-05,768368.9023978
722,3PkkeoZyfJwbj9aFzAqcHEmKNaZjvRPn4m,39.4,Low,No,Normal behaviour -- no red flags,1,5.0,5.0,2.011403147066933e-05,0.0
723,bc1qsezwr2dh9qn3qmlunpr2y0lsh9camtdf00jg0t,39.4,Low,No,Normal behaviour -- no red flags,13,0.9523241171085524,12.38021352241118,0.000134946642802,530040.9014228334
724,33iXYLQtcXWFGqGzHcsBoXoSpCRJ9K2HL8,39.3,Low,No,Normal behaviour -- no red flags,18,4.174173651523919,75.13512572743055,0.0001172648810521,411331.8276817058
725,bc1q7chpnrl6e070qtv8psngtfj8u4l4macjznwt2l,39.3,Low,No,Normal behaviour -- no red flags,12,3.440166863475765,41.28200236170918,0.0001138482495953,611880.1406145454
726,3Bj1ESAg9RyLD8Mna5meM3j2W72qSQx6rN,39.3,Low,No,Normal behaviour -- no red flags,1,4.848397175610681,4.848397175610681,3.224745895546099e-05,0.0
727,bc1q8du8qumspxxnqy46vtggmfeejhd68dzwjthsv8,39.3,Low,No,Normal behaviour -- no red flags,16,4.174746931294592,66.79595090071348,8.304017313065416e-05,469805.1289984
728,bc1pq6tljq4enygph92tdpgcsgvdsq30wpladaqscpy7us5m46dazmxq3rws2a,39.3,Low,No,Normal behaviour -- no red flags,2,0.9999468899780568,1.9998937799561127,8.557738088743605e-05,22274.612829
729,bc1q2mcd9yqs50zpgu0hq5ylegmrrcv2fgq8jxwgxc,39.3,Low,No,Normal behaviour -- no red flags,1,0.1585437531350613,0.1585437531350613,0.0001650568776456,0.0
730,bc1pqx26aqqv0juq6qayxpke49cmjmt72wdypn9j5yv05v9y33qs4keszrlkcc,39.2,Low,No,Normal behaviour -- no red flags,10,2.223282447850564,22.23282447850564,0.00010852723454,715323.1153438889
731,bc1qvg8uelyxmxg7wsg0x686kp2kn876ncp92xntlu,39.2,Low,No,Normal behaviour -- no red flags,1,0.1909868387000697,0.1909868387000697,1.285012747923709e-06,0.0
732,1P5i9149hGXsQ8cvxYE9HSe924rsLt9RkP,39.2,Low,No,Normal behaviour -- no red flags,24,3.4279248035209977,82.27019528450394,0.0001159059648313,316858.65760539134
733,18Sv1wi1dAkZ8HkkXWbvWRsUmgEC2Wrmzk,39.2,Low,No,Normal behaviour -- no red flags,1,0.3341322475160693,0.3341322475160693,0.0001579495475499,0.0
734,3D2hPnaf2Z7Fse1wGKHtDF9s2WFydiDLeF,39.2,Low,No,Normal behaviour -- no red flags,11,1.7501483486874685,19.25163183556215,7.553794576787377e-05,715988.498836
735,bc1pz5ejvgx57v7kkzltknu49mvm38nk5kvskdd9akztrxt46f8j3g8q0p4hll,39.1,Low,No,Normal behaviour -- no red flags,23,3.573528555380272,82.19115677374626,0.0001153433213223,339836.3466201818
736,3PyzXzRp2dtq3XYpewa4AFNxuhXDagtGfg,39.1,Low,No,Normal behaviour -- no red flags,12,3.0016929811972424,36.02031577436691,0.0001244532886384,663026.4578765455
737,1G3U8fShMsTAszELhpY4J3FobKXWTwtMc6,39.1,Low,No,Normal behaviour -- no red flags,30,1.9279038730939568,57.83711619281871,7.69471482336387e-05,244835.90561913795
738,18ikRtwV22SfN9mMsfbug7X4FQcakQYRtm,39.1,Low,No,Normal behaviour -- no red flags,1,0.2462162847364172,0.2462162847364172,4.943425494278272e-06,0.0
739,bc1quq6nhmgf9q9wdu2yukkkulrfgshmxjrnddk8z2,39.0,Low,No,Normal behaviour -- no red flags,1,3.9088647798581815,3.9088647798581815,2.5699980133647698e-05,0.0
740,3ARQ46hDbJiqPzitXrgfwCDkWz5g4vYSF8,39.0,Low,No,Normal behaviour -- no red flags,11,1.820232316302519,20.022555479327707,0.0001249728347517,696405.3846953
741,bc1qn48dr55jedhejmfrygf0wl798dsvt7rena4h8d,39.0,Low,No,Normal behaviour -- no red flags,1,4.583982368092727,4.583982368092727,0.0001167718567408,0.0
742,bc1qd5l8096c3nvcgjuhcxwrstslg5a828zx9qewng,39.0,Low,No,Normal behaviour -- no red flags,2,3.3888923825494084,6.777784765098817,0.0001044508674499,1110.07358
743,1Nv6RxYEHmEywhjw3pZi63JogRc1AuL8Hr,39.0,Low,No,Normal behaviour -- no red flags,2,0.9994178264049404,1.9988356528098803,0.0001042592001414,12183.55225
744,1DkNLBstaiF4CqRpV4nuz6eiRhQnGKZXdB,39.0,Low,No,Normal behaviour -- no red flags,13,3.688142257172184,47.94584934323839,9.34911818568882e-05,606465.9782989166
745,1My8qWmcsuwFDjLVTzhFgUjoXiJmTmfLiW,38.9,Low,No,Normal behaviour -- no red flags,2,2.9027493987035933,5.8054987974071866,7.911689512762494e-05,1483.970869
746,15giGXYkFcz4UPsR2hYQSQPokZXZq1VZVd,38.9,Low,No,Normal behaviour -- no red flags,9,1.8784528325150087,16.906075492635082,0.0001039293246273,650169.132719625
747,bc1qs543qp3surwt68y6rvdqwwznejlu2rv8y0vsx6,38.9,Low,No,Normal behaviour -- no red flags,26,3.052171076831022,79.35644799760657,0.0001169724013396,285664.60074248
748,3FMVJbWoD3MvqDbU5dRZ1Rqi4CoXJMBveS,38.9,Low,No,Normal behaviour -- no red flags,10,3.736784779268604,37.36784779268604,0.0001128174993378,552991.506797778
749,bc1qlxn4e3322r83yf54adp5pft6qgtuuwmmwtk9p7,38.9,Low,No,Normal behaviour -- no red flags,1,4.999827568559336,4.999827568559336,0.0001157271750258,0.0
750,15Lq6vowaiZcUjrAa2yzbpbQKNMREfekKj,38.9,Low,No,Normal behaviour -- no red flags,1,4.999848961603772,4.999848961603772,2.614601060056964e-05,0.0
751,13sZdnAVvhdepMMttWjViRjdSL4E2xPCMd,38.8,Low,No,Normal behaviour -- no red flags,1,0.0993372789483282,0.0993372789483282,0.0001577239636216,0.0
752,1HLVrSUPcKHEBsj5thWb4tUrXKEv8SfTpy,38.8,Low,No,Normal behaviour -- no red flags,1,0.1,0.1,0.0001582356052507,0.0
753,bc1qq4sn4mjdfg4tzamuny58r7c0zrnqqy32uv0cp4,38.8,Low,No,Normal behaviour -- no red flags,1,0.1,0.1,0.0001566383958262,0.0
754,14QAuVtkAMWVpCpa15X7wRktiSxBptTkVT,38.8,Low,No,Normal behaviour -- no red flags,1,0.7383187189865127,0.7383187189865127,3.230562821512584e-06,0.0
755,1BDAjZCPZYVmRGTbK1aVeDdy1K9fzuYHBo,38.7,Low,No,Normal behaviour -- no red flags,21,1.0219170136283953,21.460257286196303,0.0001630407917531,308843.3076863
756,35DMicnYmwHdC97mgFBuxetVW9HpsU61mW,38.7,Low,No,Normal behaviour -- no red flags,31,1.7354376844926915,53.79856821927344,0.0001089367171151,241488.73567926668
757,bc1ptxzwz7pugw8ax7zkx5ccprdjld94yvhav90l45e37huus65mxe0q3k6emq,38.7,Low,No,Normal behaviour -- no red flags,16,4.1016094210227285,65.62575073636366,0.0001155045160332,453984.9455361334
758,1Hti8S3VWwupkbv4X7XXTSx3CgdSSoQNg3,38.7,Low,No,Normal behaviour -- no red flags,1,0.96722882261918,0.96722882261918,0.0001596069538645,0.0
759,3KFY8WPDA7mC55qkwTwjd8F9dZUWo1S5he,38.7,Low,No,Normal behaviour -- no red flags,10,1.8971354432683367,18.971354432683366,0.0001046057204971,699997.9080421111
760,bc1qs8835ykt7yujluep2p2mesykqdx66fld3czacm,38.7,Low,No,Normal behaviour -- no red flags,1,0.2148608469744709,0.2148608469744709,3.499803122212699e-07,0.0
761,16KGfeyt2RRxcpRVHDXvMTAT8vs9GvZDyc,38.7,Low,No,Normal behaviour -- no red flags,1,5.0,5.0,0.0001175441504445,0.0
762,bc1qjwez8pgpt33egzp2ppq0gsstags9qka9t0xyd4,38.7,Low,No,Normal behaviour -- no red flags,1,4.999975594823102,4.999975594823102,2.440517689800199e-05,0.0
763,1FKByXg9q1BUMofMxN1DzCpyH1thdnZ14N,38.6,Low,No,Normal behaviour -- no red flags,12,0.9366630337578924,11.239956405094707,0.0001228223470065,564315.2552988182
764,1HzYwa3bJ67RDGGYiSkbZetuQJ8ruqSH5r,38.6,Low,No,Normal behaviour -- no red flags,23,3.284789077973577,75.55014879339227,0.0001436197508486,337991.7250167273
765,33mHC27ocr6xvUsvaeYgppEAdDdXViuE3d,38.6,Low,No,Normal behaviour -- no red flags,11,1.932944530914493,21.262389840059424,0.0001440217268662,608646.2166466
766,18kaauGFfo32okGjhoDJyuXLxxh3vEXFyF,38.6,Low,No,Normal behaviour -- no red flags,2,4.04784533036799,8.09569066073598,9.182476384177386e-05,399.688654
767,bc1pgnfew2fc76jm2t7cwyudmdlf6fjd3vh9qej5qajup936upkqknwsxlrpwp,38.6,Low,No,Normal behaviour -- no red flags,1,0.5488375423359637,0.5488375423359637,2.142491107143169e-06,0.0
768,32e8Rrf3BACypKyTEU3QgYqcvzXQsfXEkp,38.5,Low,No,Normal behaviour -- no red flags,28,2.781590203731401,77.88452570447923,9.802736474427375e-05,282758.8952367037
769,16BVMSRo1fw7sbjaYizGKmZdz8Sa6Zimzn,38.5,Low,No,Normal behaviour -- no red flags,1,0.6216674353690775,0.6216674353690775,3.17271717254859e-06,0.0
770,bc1qcgap3c3w6gtn0v95h39smjwxrl7eh9urplc5k5,38.5,Low,No,Normal behaviour -- no red flags,2,2.024034222036168,4.048068444072335,8.020465014898995e-05,1439.422162
771,bc1qc8n34nv0qss7t3paduzlextz5m497z2auyx9tj,38.5,Low,No,Normal behaviour -- no red flags,12,3.506654860976447,42.07985833171737,5.661642038732324e-05,553605.2718897274
772,bc1qfmkc9zsyvzd55yqz2nvdmxehprmjjfusvrd9hn,38.5,Low,No,Normal behaviour -- no red flags,1,4.999953316477698,4.999953316477698,2.5583430837186344e-05,0.0
773,bc1prak4mvwtn68tuc4vfyhr2xrjfc2hm0759pcxludwmmsd6p63h7hsj5qgzt,38.5,Low,No,Normal behaviour -- no red flags,21,3.841951841236493,80.68098866596634,8.041752352440269e-05,333305.25226175005
774,14geZkVWtuRTkx8D1Az9NdkuNDVami278N,38.5,Low,No,Normal behaviour -- no red flags,12,1.181100726132886,14.173208713594631,9.913717550121688e-05,612927.2461441818
775,18GPhxDPmKogXHyKhuQVdVMTbJ3EcAkr6i,38.5,Low,No,Normal behaviour -- no red flags,2,0.999784001610436,1.999568003220872,7.373505770496706e-05,11970.450153
776,bc1q0gjwcg6zlkhsdx463xx25kmx26kldx6t64tjdj,38.4,Low,No,Normal behaviour -- no red flags,28,2.7339782880020915,76.55139206405856,9.539944143039564e-05,254039.70014
777,bc1qpezmkqrhnvwex3v9hpytk3u60k8vs9eeknwedx,38.4,Low,No,Normal behaviour -- no red flags,1,0.988905888347722,0.988905888347722,0.0001563641183001,0.0
778,bc1prspd7rgrrk0s9nl5qlgk2cveeg6csuygggdsj7wy3q5s5yj88mcqwsqv9p,38.4,Low,No,Normal behaviour -- no red flags,28,2.196742291390858,61.508784158944025,5.83630617086164e-05,265370.49707096297
779,bc1qf6uxuzt4eawu53andscxfcm9hdzfpyyrftcy0u,38.4,Low,No,Normal behaviour -- no red flags,10,3.244836284681088,32.44836284681088,5.597755323869417e-05,469205.9090926667
780,19w4F4fY1Vncv7MHNuTBMmvmWN44auY2Mt,38.3,Low,No,Normal behaviour -- no red flags,11,2.279028693349773,25.069315626847505,0.0001062096272593,737379.6222728001
781,1KmKbJnHY1VJoAZh5RoauZokaAexi1gLn6,38.3,Low,No,Normal behaviour -- no red flags,1,1.1953136921424845,1.1953136921424845,6.025433939184631e-06,0.0
782,163AMUSM9UXnBd6DfhkZWoSEoAKAo5M8Wy,38.3,Low,No,Normal behaviour -- no red flags,1,1.2044886617937698,1.2044886617937698,6.340639478277665e-06,0.0
783,bc1q2st2e9wfp89t2uypghw5frewhjrxdu4jmf4pt6,38.3,Low,No,Normal behaviour -- no red flags,1,4.999665811934445,4.999665811934445,3.31039780205817e-05,0.0
784,bc1qpurtqg8tx6ssfzdl358ca7ejn7y3rh8hdkzhtn,38.2,Low,No,Normal behaviour -- no red flags,2,2.0799086634130064,4.159817326826013,9.21085566874812e-05,1563.296357
785,18EVravRv4XJgyMzytb1Tbsz5MswF8vi7t,38.2,Low,No,Normal behaviour -- no red flags,1,5.0,5.0,2.440517689800199e-05,0.0
786,bc1q64zgvps6ee4fwumcn330y0zd077dqdnkff3rwd,38.2,Low,No,Normal behaviour -- no red flags,2,0.9996065224994728,1.9992130449989456,8.976552867639433e-05,12051.34148
787,3Lod9RgBVGUp1fc6dJmqwH3xkw1cwnbQoa,38.2,Low,No,Normal behaviour -- no red flags,13,3.933891882647941,51.14059447442323,9.285686996953388e-05,568585.9288164167
788,3EoMXtD9om1brumqLVQVDZfw3tVC17N25c,38.2,Low,No,Normal behaviour -- no red flags,1,0.4782689486868179,0.4782689486868179,1.903787069612913e-06,0.0
789,3LU5A3AsQA2C6CegKLz2oWjSWUsc1ictCZ,38.1,Low,No,Normal behaviour -- no red flags,1,1.0,1.0,1.809749298024309e-07,0.0
790,bc1qq9gjrw088sdk7zjwky52xx6erwhk4gdj3tu3gw,38.1,Low,No,Normal behaviour -- no red flags,17,4.163547584193843,70.78030893129534,0.0001028180574797,429141.4002818751
791,bc1qkg7vkz9mufrraylw8z3eepqmg4n7q03dceezvf,38.1,Low,No,Normal behaviour -- no red flags,13,0.7596346826087829,9.875250873914178,7.214307643138072e-05,525200.1704630001
792,bc1q28fxtnj257fh5exadjmcz3fyz6fpuyucxpw8lx,38.1,Low,No,Normal behaviour -- no red flags,10,2.7979075730253933,27.97907573025393,8.615610040720866e-05,645083.565905889
793,bc1pq842d2c8s7gzmwtycqf72xydhz9wrdkf9mqc92sm2ccjwv8x39pqrdm9ke,38.0,Low,No,Normal behaviour -- no red flags,1,4.171254663772597,4.171254663772597,3.9665419504627495e-05,0.0
794,bc1qz48vjts8th4ygvec037gw8g4kg32xmcljp4jhe,38.0,Low,No,Normal behaviour -- no red flags,1,1.0,1.0,4.516186384160826e-06,0.0
