wallet,cluster_id,cluster_size,suspicion_score,is_anomaly,cluster_risk_score,cluster_anomaly_count
1JHdE43prbMdCBDnQdWvRdA6K16o7bGpMB,186,20,30.84,No,22.86,1
3Pp1jmQiCNHVnBvpeTFuVj2zsJ9RuyFkx8,186,20,34.79,No,22.86,1
bc1p80rp3jyl2fnlmymtfqunzz8cjarsv33z4em54scasaprwvjef0usj9mx2j,186,20,7.92,No,22.86,1
bc1qfz2z292qytnzfplu5s7wusygzcac5mc0zwa35s,186,20,34.07,No,22.86,1
17PCxGKoQSNNhE6KtMXEGMDqDtK7vdvWjW,186,20,7.9,No,22.86,1
33pKsg4DPi6DqtVNm6cg7mDJpnZ9p6WTCu,186,20,68.82,Yes,22.86,1
1CKk8Hvt1kjVksdfdDmKcbXqho8TEa4fhL,186,20,21.7,No,22.86,1
1DJZqor8es4rp98QgLEEe6gEisnq9ttvih,188,13,28.29,No,22.21,0
bc1q0g2e9w2jqjkwpmrwr24sq5e6lzdz9ql2k7y34m,188,13,14.07,No,22.21,0
3F2wM21Eo2e3gvQFM5p2NZVrH3EWs42qNf,188,13,32.34,No,22.21,0
3QE734MndhFonR7qVSdXu3GAJCwfoYkT8N,188,13,13.56,No,22.21,0
bc1qr4smzzlxfwa7eugat6edmur7dej56zt0gwl8fp,188,13,2.33,No,22.21,0
bc1qx83aggsmpgxtgx04nawyhvcfnrlguhj3lnwgv2,188,13,27.54,No,22.21,0
1L3nfaQLQ4SuQ8DRSmUUjGa3CvBRiPLk1,188,13,31.67,No,22.21,0
bc1qzpg73qjmcj7a6345eewqjp0y26wgdkpedmm8sy,188,13,37.69,No,22.21,0
3HPdqFBWRLM5Bacoc48QBTVST53a514X9R,188,13,20.96,No,22.21,0
35zMFxmypRpkse6cjCY7tUayh3GzAYN9kV,188,13,4.95,No,22.21,0
1K17CrrxDozm7ZYDDEjMaq9pdyKvH8JcjY,188,13,36.79,No,22.21,0
14R8sumTwqr28cM8g4jYTt2R2SAh1cTBqH,188,13,31.33,No,22.21,0
1PaLBhg9JyBubFy6evZbk7iwZLWdvagwio,188,13,7.23,No,22.21,0
bc1qx44nhspqd7ffxm54vug3jfj59hgt6wwtf2jhvm,227,11,33.42,No,22.1,1
bc1qxneq4pppv7s2m2qseu9ual0l3qyf8a2cl5y4uk,227,11,41.86,No,22.1,1
1KBdHYRkeDdVdexavEBUwUjwXNvbbh1AY7,227,11,64.02,Yes,22.1,1
1criTiq2TdBwZpF5JpupFvbs5TVUaMLBJ,227,11,8.56,No,22.1,1
bc1qvfy8hdymzszqntwfpsrc04nsd3jtj9sln9d047,227,11,8.8,No,22.1,1
17N1ZZGjRNU43zVJtRsSpeakQrMHohPGdp,227,11,8.95,No,22.1,1
13m27Vxvo1NCUSAgfKjZTxn36BzP5uKBTo,227,11,8.58,No,22.1,1
1FDWZ4qq4oDkkSUMVzChPHGKhq3gnQET2R,227,11,28.27,No,22.1,1
bc1q6qtuuqeyw70ug382rcxkh3lfers7qwer3ttlmr,227,11,6.39,No,22.1,1
3QpdLzzZRs1NJJVFxkKoY8TLaqwtyRtpPX,227,11,11.8,No,22.1,1
13j6BJc39zqTv527tgydmq3rDwkaFhp4Rt,227,11,22.47,No,22.1,1
1B2xsY362a68NbBpcCJVt5PyYrCavThAmp,196,16,8.08,No,21.94,2
bc1q7hxh5tcsnz4k65yddcskkez0rzaln0sfungwuj,196,16,10.96,No,21.94,2
375My18G64BbqRhPbYA8wMDLu1fDRbfRxs,196,16,16.95,No,21.94,2
1EFdKFY5nXdQapqDiuH5Uj27ePN9n15AJf,196,16,8.66,No,21.94,2
bc1pl9d2aa3629ldn93v7d9e4s3y84eaq5qx7uqaxpvh7lyqc2q2thqqxvqsd9,196,16,11.83,No,21.94,2
bc1qa5djqzl2sfegfyf93sncvmh5g7ems60vkgxz0z,196,16,10.84,No,21.94,2
bc1qchcz8lw3jgg9vn7j5h5yt2l8m0x2323p54e4ac,196,16,32.98,No,21.94,2
1NdPefBfhTKvsHmoPTLtncNqMXhxe5e4iD,196,16,50.46,No,21.94,2
bc1qz84qmf453lca84tfdyws6zxluhrcykyv3ynxwa,196,16,2.99,No,21.94,2
bc1q77n2ts3xa5y6gue6u4rx9gd2g7t2mjyen96ty7,196,16,12.09,No,21.94,2
16TCzhEEuPPH6BXX7WxcUKrL31abNr23pa,196,16,57.74,Yes,21.94,2
bc1qv7f9j9ttru0k84r2399fttxm077x5kyr07xgnu,196,16,7.7,No,21.94,2
bc1pmtvjdjmeznd82pcr7m294r2d0836wmeqjw5jz7vauh2823xhyh8sau8sx5,196,16,56.94,Yes,21.94,2
186SkzYuY7UpsV3SbKAcMysaAngKxtwbPt,196,16,7.37,No,21.94,2
35DMicnYmwHdC97mgFBuxetVW9HpsU61mW,196,16,38.73,No,21.94,2
bc1q9y7f0rzws8wr329he22udn28k033euekp2gdjz,196,16,16.73,No,21.94,2
bc1peejkk44anp95aqkfs4hhs4x070amyksyykv9wmalnkwqey23n29sxeh95h,138,13,33.43,No,21.45,1
3F6TZ3x649LiquxZv7Vp7XkBsGbVRZv7QX,138,13,13.74,No,21.45,1
bc1prfp9ddhd2lfyrva80sqv5xfce30g5xvcjmeyqeu40un96vllpxws2a9szv,138,13,14.31,No,21.45,1
bc1qgxvd48t6hnf3utuvzwnwz8t7rf4t2gt49p6sea,138,13,25.75,No,21.45,1
3Eikd6YibFCQjw6U4a6PqhcNbUtM62EW9z,138,13,68.71,Yes,21.45,1
bc1ptxzwz7pugw8ax7zkx5ccprdjld94yvhav90l45e37huus65mxe0q3k6emq,138,13,38.7,No,21.45,1
35MM9ZBcKb7u6yBKC4wpCgH87dpw1MG18s,138,13,23.83,No,21.45,1
1L3PKamegDuBkLx5J2Bk8vrDjMoARudfCE,138,13,2.12,No,21.45,1
bc1q8398anhv726f5k9ee9px8kdl8ta57mynpe4aj0,138,13,6.54,No,21.45,1
38fEWZ6UjR1x8reknRvCZceFR6p9GhSWyN,138,13,8.1,No,21.45,1
1KByfFRF1nsrK9fKC8WWZHZDXKx6kDaY7N,138,13,8.96,No,21.45,1
bc1qqduu6n5cxmtejphus3kdva4dstwnzavgjlugdy,138,13,32.64,No,21.45,1
1Lm2XkKe9YbJakoqGJAxnzzbjk62BeGGxo,138,13,2.01,No,21.45,1
3Lod9RgBVGUp1fc6dJmqwH3xkw1cwnbQoa,77,17,38.16,No,21.44,0
15ZCwpGfpJvaKeFLTve9YUVRr1CH9WvXuY,77,17,11.98,No,21.44,0
bc1q05nm8rqhulpe42pmxjcju44jam88f3wt6dq8sw,77,17,54.65,No,21.44,0
11jYGVUJWJUahoXQ9deiEYH8R9G7nqRtU,77,17,9.1,No,21.44,0
bc1qu5uts8fys2pg4wvc7kk98f92e9822v4hre0v29,77,17,29.47,No,21.44,0
3MzfqQVgxQEPmwHc8DpZqWTa771pMw7Unk,77,17,14.44,No,21.44,0
38L5t43kEVoCz3tQ6sZtYL1FRLceNHnftV,77,17,45.8,No,21.44,0
1FgBZ1zi14aS1Knjp2GLtCALPXXRnQtPyR,77,17,39.46,No,21.44,0
bc1py8gwmyu6t0epzryhsa0hz68statmymvqac6htja86tjuuusx3lrsp6hyl2,77,17,25.3,No,21.44,0
3NvZFgdAVD4SiCVULDE3gqU39AKE16VUeF,77,17,2.35,No,21.44,0
3FQCmMh6PzhVRUbL3Bp3DgvwGcdFgcjfPD,77,17,17.84,No,21.44,0
bc1pc2qvfhqjyh03vmu57glk8m49dzdqfpv2w05p7c9y9gxnf2gpz4esghjumh,77,17,3.37,No,21.44,0
bc1qn7sdwxyvkq0kkp3fe5lw2wv3qhf3gtpjr3cpp0,77,17,24.01,No,21.44,0
112ernrHzQsX4mrf7pj56KCHbX9Zdiq4TG,77,17,25.25,No,21.44,0
14rykbGPigVBKU1ebs3vy6wLjbdhVxsRAn,77,17,6.85,No,21.44,0
bc1pfu4w507lwv9mm6zve24e4y0t4aa2h4zhwue7ku4gxvpe98sv7qgqvu0s7p,77,17,3.33,No,21.44,0
bc1q9sq5w9t2mmrceyty49ynf26588zenr780x0nyy,77,17,13.2,No,21.44,0
3KDk9zAZD8ZEF2jNDxhrerVBtSSvyzKWhV,81,24,18.01,No,21.39,1
1EzacVodLKkz9T7i3a6odZVQSNxWB2St1G,81,24,4.82,No,21.39,1
bc1q4yf0k4jucafydpw0mdkxph4dnhvn48udxnhegs,81,24,35.25,No,21.39,1
1GSmCheM4GPmNdmQmCtmwjm5TyKB8VnTb2,81,24,52.49,No,21.39,1
bc1qn98lvvkkq6ljkgsncgxgturrtclz2qu9qwm7ed,81,24,9.67,No,21.39,1
1AFCD4Q82TTE8nYcVLUQvKfvkVvBsbj1VE,81,24,34.52,No,21.39,1
1JxWWgAvmVMijGdjuYFdPXvVvthjzz8P5h,81,24,18.14,No,21.39,1
12zn5RGtDkfZQEQvJLHH9o7jfr6dsDBnZv,81,24,42.59,No,21.39,1
bc1pgmp7sa8nmsl5s4x94kpjpnpuv5lm2acmk990j07fgtvuwa4l4qlswjl5p0,81,24,4.04,No,21.39,1
bc1qr6py9yr2mql4c2p9pkc7h65kj8neljlmgjk6a9,81,24,31.9,No,21.39,1
bc1qdg7rgkne9lx8ezmkemynmazjaapy5zf5pxjmhz,81,24,24.42,No,21.39,1
3KFY8WPDA7mC55qkwTwjd8F9dZUWo1S5he,81,24,38.69,No,21.39,1
1P8FBaFHMQoTQB7MfmpMoxH4516Ck9ganW,81,24,18.69,No,21.39,1
bc1qdry35flq22krdr8ex76gth66l58lf6jwx4s7nl,81,24,5.39,No,21.39,1
bc1qsn0668ks59sayqg35dja4je5pcq7k5gjnhexm4,81,24,6.99,No,21.39,1
1DrgRguoEaUMGdTa4ejQRuB1nw8rHR8gUg,81,24,22.05,No,21.39,1
bc1q3swj4lfhh4h6w5sfx29ljfqq6c9e2jysed8hpr,81,24,8.03,No,21.39,1
12GReXtF9HEdcv4FhiyFEyryGC3bproFWw,81,24,9.02,No,21.39,1
1JcaToQYbmN5cAxvVweebPV1Hu28tRx8f6,81,24,2.99,No,21.39,1
1B8w7jmABRyoJ5Rkbwxuh5Do7RTfZ3drCz,81,24,4.92,No,21.39,1
3FZmyUpsGYdkfnvNLXM4WuUeBF8CX4LPHK,81,24,37.87,No,21.39,1
bc1qjw4l20hk34cp7qfjhcgwvreurtuvppgjz336as,81,24,58.27,Yes,21.39,1
bc1qv082y3vmsvkwdd9nujs3a0jkvehl5kkfcxsd5q,81,24,3.8,No,21.39,1
33gLgqWhErNPe5mBN5ucbxtf7PKZhDHnQZ,81,24,20.84,No,21.39,1
bc1pxshetgluwdussf8jy2ex9vzfv0sny7e5edvf9yv8f3wm4m38p88s969m4e,5,28,30.54,No,20.91,0
bc1q48cff58czxk8472eve2scj0vt8j95ckcquqlh9,5,28,5.41,No,20.91,0
bc1q8xu3aj7658dgerp3rtacxg8wkwu8t3hdjqcqta,5,28,4.76,No,20.91,0
1G4hUnKzDbtXw2CNpRpwUXpcH4LzjMz8HV,5,28,40.24,No,20.91,0
33VKQ1Wjy5LjyagXpvrRPXc4HQc96o28tb,5,28,19.03,No,20.91,0
bc1qr253jswr5gzc043qgqz4dle4632t95a3guj7sq,5,28,45.21,No,20.91,0
1FD2Sm5gBHNo1GfuUg9uzmZG5WWvhAuErx,5,28,24.91,No,20.91,0
17ZN7cEgEVYzDipdCsvyA8N1dDgTmQSbEu,5,28,5.32,No,20.91,0
bc1qyxyllmezsf7da9ja2934kdexu9vwqlaze24jkp,5,28,7.7,No,20.91,0
19qbWG2ENZ5tgG1Na7U6PyjA9ow3E4L5Zh,5,28,32.9,No,20.91,0
3F5NGHgoJzYu6ckZ18PWSwnCBYm2nMo7ZK,5,28,2.98,No,20.91,0
bc1q4y4p4x557mgpeta3mlh8uqzjjrdwql50znlc4z,5,28,1.76,No,20.91,0
116Cp8JngXw7qx9QDkmiEFWL8cNDoqE5HD,5,28,30.66,No,20.91,0
bc1qe8vr0sw936v0gnjyet25f50ufyrnwl3r4mtd37,5,28,16.45,No,20.91,0
1J3XwAjzbgQXXVhtXuLXbg3WiuyKw6DJoF,5,28,10.12,No,20.91,0
3P9psWAqC4Uu1bh5id58Np6RquUFAdwE84,5,28,41.9,No,20.91,0
bc1p9khcwzzvp9w7ny9daapudsqmssq4a00uxwgqy9xwjvxzyvfjq3ese9kua8,5,28,29.92,No,20.91,0
bc1q22uvj4ac376alcpsjvesez3wg5tm5zsqk5lfan,5,28,9.2,No,20.91,0
12ox9J7LCb9Mr2BTRmyV9KyeNqibUfuya3,5,28,7.09,No,20.91,0
bc1qyld6krkaurfgqkm3j9qvx4st97vyp04j4fs3vg,5,28,31.86,No,20.91,0
1G1RfRdLpfUrmr7khFedupZ9inQrjvR9yU,5,28,2.66,No,20.91,0
13dMUesAci59LNEeH711RRMAir4KysfNAC,5,28,43.01,No,20.91,0
bc1q4ghtlhkrmwjph4clm3zn43ech5jj3yzv2yg27j,5,28,12.81,No,20.91,0
15giGXYkFcz4UPsR2hYQSQPokZXZq1VZVd,5,28,38.9,No,20.91,0
bc1qk4np73qwcaw5tx7zujyvsuffppalfufnmrzdry,5,28,50.65,No,20.91,0
bc1qxvug23e59tzpp0df3g6f8je4xdh94utm6ptwvp,5,28,23.85,No,20.91,0
3QVCTZmR2gwNDPPwvC7Azyg9n2APhLDKsh,5,28,4.26,No,20.91,0
3J9r8JtgNSUaCNhgHq2c6Bnef4182xY8pC,5,28,11.4,No,20.91,0
122VyLn3EbK76XPEB8CHNqw4TPmU9yrRw9,182,11,1.17,No,20.72,0
3M6yh8nbt3SZRdqy3jR8VnFmdePcYyFodk,182,11,20.42,No,20.72,0
1G8kZtVSVtsP1GgkTrWhDWrTaY7gVwrmzE,182,11,33.26,No,20.72,0
1Jn9KiMwSWH1zvL8rD8pwjhDUwd4QmDiZW,182,11,28.57,No,20.72,0
bc1p7fgqqhwwp6trqaj3h5cfrfw7kvyulz5aqnkggupeyrf66a0jgc9qs2n44m,182,11,31.54,No,20.72,0
1FS9qX79JBeJGXTfE9tetVNMjVjv9jeEe9,182,11,13.13,No,20.72,0
3GWMCHuxG6aAp18dSXacUyVKKfh4wXh5gt,182,11,4.28,No,20.72,0
1Jf4vJhpfVafkB6qG75xbQUfBH5iSu6NcQ,182,11,54.18,No,20.72,0
bc1qnp68eah4fwrjt6vuypvtsg4324p2d67639endz,182,11,2.76,No,20.72,0
14CToWmUjyX2bMHtEprhMka2sCKET7fJEy,182,11,18.83,No,20.72,0
1EMJGkjGqmSpHAJkvtXinKV9FfxPQfySho,182,11,19.77,No,20.72,0
1Hxq6nSruCYkXFjVTpo1x94W1tXDwhv1er,42,14,16.77,No,20.08,0
bc1qsezwr2dh9qn3qmlunpr2y0lsh9camtdf00jg0t,42,14,39.35,No,20.08,0
bc1pyj24hgzzdvshtlu4c0x9u3utyx2sp8jhd4fv2g38w77n4z9rtn2q436mum,42,14,4.2,No,20.08,0
1N63edySEg4yBnLSqtTC72QCoxF5d7W6F6,42,14,4.5,No,20.08,0
3Duh1ARawmjzU3f93JAVPyokJbnfwALy4W,42,14,12.61,No,20.08,0
bc1q0kaueqaq8gxxxu0ddegdx9fygtm2y037zsttky,42,14,42.6,No,20.08,0
15CUZwU1SF6RtukwniTQP3WuyPVobPu2oe,42,14,5.73,No,20.08,0
bc1qt0864wcmvg6pkpgd6qa25q72vftuerg33vaxss,42,14,11.57,No,20.08,0
1EUM3tViFe6BJ6Y1VUkGXjpzGZ2xjCan8c,42,14,8.62,No,20.08,0
bc1q7p0wglqg3z78xx8d9td0dpcxqs6rf69d7lvyjt,42,14,17.18,No,20.08,0
1268JHQJqc4iuX5j7acWHqajW9kzBrh55Q,42,14,3.72,No,20.08,0
13q99sQPFRm7NXPAiXy3kyMU85o13Cabw8,42,14,49.16,No,20.08,0
1NBHB8Xv724c9VAnvEzrGSjnS6SZ6kY71,42,14,50.54,No,20.08,0
bc1qqrz2enwzp33n7990mjvck9yyeg7pzuw050wtsc,42,14,14.63,No,20.08,0
bc1qgwrcuu2uc94lhtexn7v89ek49nxl7kuzkuyw7p,209,15,7.96,No,19.82,0
1LoyqN5SHXbxKaEjpg4dUSo2KyYKVhzDoK,209,15,17.17,No,19.82,0
32BSsmpST1DsUW1hsBpranyo1XsNRkVBeF,209,15,34.13,No,19.82,0
3KEo2MR2KZs1K7ck2y6ync775CrTLFXRYk,209,15,9.68,No,19.82,0
1BbTfPXFo2agumdkQqqNoowFCszEQX51uu,209,15,20.2,No,19.82,0
344KVNYS5GJgR2BZwVXSWQZW3TfVHGQhvy,209,15,20.16,No,19.82,0
15i5zV4rsh2kgNAMTHJFxDZxVCu7d9huux,209,15,18.86,No,19.82,0
bc1qjjlc95jnph3yq89qzk7hmqct2j3p3wwyx7ye5m,209,15,2.46,No,19.82,0
1CU6cf4qymvwBFXDq2nY75ZqJZocEMifQ1,209,15,7.2,No,19.82,0
144o44Uv7d2KuPqDpM6gTcM8GKPcHYhzk7,209,15,32.9,No,19.82,0
bc1q20pr2f8qshf7jy3uggw335ulda889cwns0nw6p,209,15,35.21,No,19.82,0
bc1q8umlns2xn0xvd95g3qw370lqmc4gnckzlw7jxc,209,15,1.51,No,19.82,0
1PCaDZQpabkKrsLrm1Rx8ybCHKpdvxdZMx,209,15,14.16,No,19.82,0
3DhNFE7ZdpvWGBaPDXphicfH2U6FjobxzC,209,15,35.68,No,19.82,0
1FsjRWzkJ85BAvtfFr6aSvWphpV1fAFaBq,209,15,40.07,No,19.82,0
1NUb3kkKBURPHWc2uDP7Qh8tH6nPsKG2NF,170,19,69.03,Yes,19.45,1
35rvcuKjmaV33FmCLg5bkKfmnjUnwcBXia,170,19,0.82,No,19.45,1
1Fm8QyYszcX4umBSTeMs2H6FHiDvZQdvc9,170,19,14.36,No,19.45,1
bc1qstudpnp3s68fczfl053luhemah5l3hqlea6pvd,170,19,6.24,No,19.45,1
bc1q3ras6jvlh8hltmjwpmz9vfhnh0hpx885q3ynmv,170,19,4.8,No,19.45,1
bc1qtuc9gm5vxt885455pcltun2qxkwmvm0a402gy9,170,19,14.62,No,19.45,1
1udGUunS7QRmy4aL4MdYCiX994KrD5eV4,170,19,29.75,No,19.45,1
bc1q2yuu6q4g7tn06hc7wn4vkuhkmt9mqpq9zahfdr,170,19,26.54,No,19.45,1
bc1qxlaera4q07nfd2qrxw5p8dn0y93kmrw5cesy5u,170,19,20.12,No,19.45,1
bc1qgyxhfrj57fc4yhnfnpg0ws2y3zmce099nvn79p,170,19,18.84,No,19.45,1
1LttSU7skXrX9GTPSNkRXMFthRX4qMvyMX,170,19,11.73,No,19.45,1
3M4kvrpezWNGSKX7FUJ2YrgSQku2L6phnM,170,19,6.83,No,19.45,1
bc1q2kvrsprhkek34gehmrslzae9x5hceaz2md6p7e,170,19,4.42,No,19.45,1
bc1pr50fzuudvle6yapaysphn30n8w4nny7htypqmufxcqsw4y2rga2sygr655,170,19,20.46,No,19.45,1
bc1quyhg65ppzezl7eun9rj4ttqfkakyyljyhryem7,170,19,41.74,No,19.45,1
bc1qez3zkmdclzkxrxg37h3pr244z7czm746utvfxm,170,19,46.04,No,19.45,1
1BHLAZAjVd17vuX5oMwFsQVnZcKZjgVhyL,170,19,15.87,No,19.45,1
1DLLbniqzTCgfiLpfmfAnLhk68SNbANUWY,170,19,6.01,No,19.45,1
bc1qhfv2dgmpeghsev3eu03dqvmu6gqh7uf7alkv43,170,19,11.31,No,19.45,1
1D5w7K8CRMHEESu9WGRepYbVNqKLwXU3p4,149,22,4.42,No,19.13,2
bc1p0tnu404l4p54m74c8yfc6qt0a2ml2yx2ssqy7hhluqy4er4r6ahs804z06,149,22,11.06,No,19.13,2
bc1q62fwy8jkmvm0f090yvhaf6y6qhwptxw7g3rrk6,149,22,39.74,No,19.13,2
3NYmN6Py9hK2J1MSPRG9iyUpnFFjYRwfmC,149,22,18.91,No,19.13,2
bc1qgwl70qjty87ey83l7ce89y7rk3lf7hmzph02um,149,22,4.36,No,19.13,2
bc1pzckzazx44zmmglea06r062d99dedxe6wg59ca6yf2y8ncj6a8khq4cz5ym,149,22,6.11,No,19.13,2
bc1q3t783chq3lc0l6d22aseunazppgmnhes0gzjsm,149,22,42.07,No,19.13,2
bc1psd8vfylh9mfn72e0ce3g45n85kd5lkrdzmw0d7mumlhrklqukfwsvqxgpr,149,22,70.2,Yes,19.13,2
bc1q5n3ja3zagyvve5kclv5pj8yn79pxvfualnc6h2,149,22,4.1,No,19.13,2
bc1q8t3rpfx2ldh83wlm743vpjrnrzrk3pdxes84mj,149,22,75.91,Yes,19.13,2
1NXzK6NQsq3Ex4TdQ3p4WmLwhRvAQDhqeh,149,22,11.9,No,19.13,2
39P92t8nAYB9UUt7qJ1rfqiM221A5dXK8R,149,22,13.07,No,19.13,2
bc1p07hz59h927r7a4s26vr0nhj7cn8rerkt9hu2w390dy7hr7tyvn6qu3msj5,149,22,9.52,No,19.13,2
37QFtvWq1w7cAB9huwuXN6EaEKkEmpGm5N,149,22,11.82,No,19.13,2
1Fs7iTabAAZen25UcWZ6eEKNd3P8kJ2aSA,149,22,2.1,No,19.13,2
3QncDDDBT7H6h3UbJJDLkFq6dCUjNePxfR,149,22,4.57,No,19.13,2
14tnAhE3N6XMyNmxn3SiYNNkkmovQLY5yj,149,22,4.06,No,19.13,2
3CmcNVwYmTfq8z4Rzh4sWkXNZQfBD57uS5,149,22,14.2,No,19.13,2
bc1q3xagf3lpueqst44pxftyan6jfstu9l5fxu5rf6,149,22,5.64,No,19.13,2
bc1q4y8tu9s550l6scefslrtrgtn0dr3p6pu3q8vrs,149,22,11.93,No,19.13,2
bc1qgce0qnewd4965vtv2gfgzzc00y6k8h7qpq6aum,149,22,46.25,No,19.13,2
bc1q59hzu4399y698zndnpaga9j0k994tuwejqkgmj,149,22,8.94,No,19.13,2
1m4HSQKuEp9oMEeDxynHUiyvwodxGCETZ,226,17,8.77,No,19.1,1
1Aq5W2wki4zkNo55WCDbWx87mQxCPKdJkg,226,17,42.4,No,19.1,1
bc1qmv0704t4t7k4gp7y6x05dkwhh7zmnv73ynat62,226,17,10.14,No,19.1,1
bc1qzplce9euu3eez5rysm5ry4nywcm0z8ufqy459x,226,17,10.04,No,19.1,1
3FbNPYHgHtnQDrvna86tbtwDRur9Lq44G4,226,17,13.68,No,19.1,1
bc1qre2kw3ry2kapazt0p9kpm6t90gg6zrluk7xkzy,226,17,5.43,No,19.1,1
bc1qxcfeu895yt0cudajfzyxtwclgh0vsyalve7dl6,226,17,8.09,No,19.1,1
bc1qylfmzzkc2wc265hwe9mjk5lj6whzt2729u92f5,226,17,10.34,No,19.1,1
3K1LXyo45hpo75easBEq6G3qRnxxGZgKLW,226,17,14.12,No,19.1,1
31pQ968Y8sVTiLwisUFf6WBSxdkFHWXXJ9,226,17,37.11,No,19.1,1
1pZhPxoRTq5qqC729UChpxERfQj6k2PZU,226,17,64.95,Yes,19.1,1
1BCFtiAxj38oQG2gKU2rEm1YkuxqbESrsh,226,17,15.33,No,19.1,1
bc1qjmzcnusncpk8s50yy54ryhy687r7j3wqcu0v9f,226,17,6.72,No,19.1,1
bc1q8rcw8nhrptezv8r07emvqxnedu409xaulzjq0a,226,17,16.53,No,19.1,1
bc1p0jjchf89k9cy5ezk8j97zqfvgzwphe6gre0mntzrgkx95fljp3eqtkmts2,226,17,13.2,No,19.1,1
33NU887pWRZejVwydmccnGL72mtJhF1wBC,226,17,8.21,No,19.1,1
bc1qrz9d4gwmkurxfgqgc2wqct6plrnum6juqqj2u9,226,17,39.69,No,19.1,1
3MLUvX6tE68hs1aCYFKrgwBpCodvrUUmmF,118,22,11.68,No,19.05,0
bc1qrhlnvmt92y2u2n3sv08gkerc4q0gdk2765dh5t,118,22,19.55,No,19.05,0
16x9AP9zdKa6t5LCwYQtVsmRVS941wQrhF,118,22,37.32,No,19.05,0
14NzBd2QSv2wYD5MQj6Hhraj9SVVzH8Mo1,118,22,9.3,No,19.05,0
bc1py6pmft7r0f2tzcvvjjmdp0229fy7c8mvaetvqw9armll75vcj32q3pch62,118,22,27.16,No,19.05,0
bc1qg59zf88z9ypyj09p22zaylkuhm7sf4qwy2s2zt,118,22,12.74,No,19.05,0
1JvyiBn9qaknmoswhu9qPUszdz7ef85Rra,118,22,11.62,No,19.05,0
bc1qmjtu2psgvs8n95mp8hpyguywu9tjn7tqlegwdr,118,22,29.73,No,19.05,0
3PCsMoq8cpTGn73xtqftroVofn7GNiqPUq,118,22,9.52,No,19.05,0
bc1qp3drtyd04scx8ren8xfx2dg4j26g52d2ncwp28,118,22,7.47,No,19.05,0
bc1pwhtc2dunp365nqkrs3l8c64km5ujz7n94enappruza9hz5j545gswuuawt,118,22,11.72,No,19.05,0
bc1pmchw0ynkvccxjn0en6m0ur8hacasdqddw4dlnle38rwttdv6jk5qlwlvj0,118,22,48.38,No,19.05,0
1EtT9aHwhvaHeEM2wsdqU22Hp955eBFMFp,118,22,32.38,No,19.05,0
bc1qafthuh4v9acfg9hsfjw8tpat72lp24vrvne42j,118,22,15.08,No,19.05,0
1PhDKTf5sA4KQZUSLspTfny2oTwRakSZJs,118,22,32.72,No,19.05,0
32HqR4KT73cALq4gPZBXLjNNmS7yUaB8u8,118,22,21.45,No,19.05,0
bc1pk64x376qxsh7fevdlkeku2ka4va9qd9z2yjayayxjke3r64ueu4ss5ur3w,118,22,2.43,No,19.05,0
372r4aPkgSC3CiHj4dSg7ErmuA1wkcyruE,118,22,35.58,No,19.05,0
1CEhzD8oiMvQhbSHsCLvtxi69NmBmcoZQz,118,22,8.39,No,19.05,0
35Q6z7Fu2CYZyBSCmJ3dtrCXHfwYc1mXia,118,22,12.21,No,19.05,0
bc1qcx38zesukza6q6ys0ctgv4225tnfy7pvu0zhdp,118,22,7.73,No,19.05,0
bc1qfg0x84yrcn39taqr6pdgrjynvs78fd0uxchxqv,118,22,14.91,No,19.05,0
bc1p807g4ftcs2kpslcxdyj9v8z43zzvurtnr7yf3dq4cdqeldj3u2ussxkpty,142,24,46.97,No,18.95,0
1PCzKHoCNoBGDNq7dRBJt3comLJ6TN7yy,142,24,37.75,No,18.95,0
bc1pxam5rc9gmk5jns9wvkpl8c6cjw0ruglelqmyfnck7j7xky3yn6qqz6d6fd,142,24,22.38,No,18.95,0
1LAFXKxQYq8j71gJXj2R7w8KcHS4m5Ling,142,24,3.47,No,18.95,0
bc1qyggqs24wzalh9zytcntl225qa7qs8n9uta4hgw,142,24,31.59,No,18.95,0
bc1qc6mm2eld2pl9dl6xhndfy7ux4ddh9pg5v6jds9,142,24,33.94,No,18.95,0
39qov49xr8WRLVqoavPeDo99ixC5rGMnNs,142,24,27.98,No,18.95,0
bc1qwpnhjajcvnkfdzu0a8e4qk9f6659682d6gc2hv,142,24,7.99,No,18.95,0
36pLFcWqwHJC3poDWmsJtMaoqmh66PKxJ4,142,24,41.12,No,18.95,0
15QZHPMBmUMP8WSTR15viS4hXML6t1LYTJ,142,24,6.22,No,18.95,0
3AbkdXxSsST7g7Sc2Fw5ehtWqxWDbAMz4j,142,24,10.05,No,18.95,0
19u5Mbf7DRQqeMZ2RianGUZQD2zyWVFK89,142,24,3.38,No,18.95,0
32e8Rrf3BACypKyTEU3QgYqcvzXQsfXEkp,142,24,38.51,No,18.95,0
bc1qncwpuqhh3skwf76sm9tp5mfw5hkp4mduwr8npm,142,24,7.93,No,18.95,0
3H6tyEyraF6EsnLPKbXL7tRbt1BL7dwHx5,142,24,25.37,No,18.95,0
1FBW1vfCs6aJD6pq46UjHE9E43HmKnEQTp,142,24,1.37,No,18.95,0
1MkE5BNzmrRiUesbPsrrSdeXWytN2NNhc,142,24,10.93,No,18.95,0
bc1qmzyv6an7gt3ema5whmkx0s0aczkl9eushwxnar,142,24,34.5,No,18.95,0
